Group.1	year	month	Almaty	Andizhan	Ashbagat	Bairam.ali	Baityk	Chardzhou	Charvak	Dzhizak	Fergana	Kattakurgan	Leninabad	Namangan	Naryn	Osh	Panfilov	Przhevalsk	Rybache	Samarkand	Serahs	Tashkent	Termez
1970	1970	6.5	7.65833333333333	13.775	16.775	16.25	6.45833333333333	16.5166666666667	12.8833333333333	15.125	13.775	14	15.1666666666667	14.4833333333333	3.71666666666667	11.3583333333333	10.525	5.35	7.51666666666667	14.375	17.55	13.5583333333333	17.8666666666667
1971	1971	6.5	8.46666666666667	14.1916666666667	17.0916666666667	16.5333333333333	7.31666666666667	17.1083333333333	13.4583333333333	15.6666666666667	13.575	14.2916666666667	15.3	14.175	3.9	11.275	10.775	5.75	7.51666666666667	14.55	17.8333333333333	14.0416666666667	17.8333333333333
1972	1972	6.5	6.48333333333333	11.375	14.5083333333333	13.6083333333333	4.9	14.6083333333333	10.6416666666667	12.8333333333333	11.55	11.3083333333333	12.6666666666667	12.1666666666667	3.08333333333333	9.31666666666667	9.10833333333333	4.95833333333333	6.25	11.8833333333333	14.725	11.3583333333333	15.05
1973	1973	6.5	8.175	13.4666666666667	16.5333333333333	16.1	7.00833333333333	16.4416666666667	12.85	15.0416666666667	13.3916666666667	13.5916666666667	14.6	13.85	3.725	10.9416666666667	10.525	5.66666666666667	6.975	13.975	17.4833333333333	13.3833333333333	17.175
1974	1974	6.5	6.90833333333333	12.6166666666667	15.25	14.6833333333333	5.70833333333333	15.3416666666667	11.925	13.5833333333333	12.55	12.7916666666667	13.8416666666667	13.225	3.41666666666667	10.05	9.35	4.71666666666667	6.325	12.925	15.475	12.8	16.6
1975	1975	6.5	8.275	13.525	16.8333333333333	16	6.61666666666667	16.0916666666667	12.4166666666667	14.8083333333333	13.2666666666667	13.7916666666667	14.4916666666667	13.9333333333333	3.45833333333333	10.7416666666667	10.5083333333333	4.7	6.65833333333333	13.775	17.275	13.5	16.8916666666667
1976	1976	6.5	7.5	13.075	15.3916666666667	15.2333333333333	6.175	15.55	12.2416666666667	14.2	13.05	13.15	14.175	13.8833333333333	3.65	10.75	9.89166666666667	5.35	6.95	13.3916666666667	16.3333333333333	12.9833333333333	16.9916666666667
1977	1977	6.5	8.35	13.825	16.3333333333333	16.2416666666667	7.23333333333333	16.5833333333333	13.2083333333333	14.975	13.9083333333333	14.1666666666667	15.0916666666667	14.4083333333333	4.30833333333333	11.4333333333333	10.7583333333333	5.76666666666667	7.76666666666667	14.3833333333333	17.2166666666667	13.8416666666667	18.075
1978	1978	6.5	8.30833333333333	13.4333333333333	15.875	15.7666666666667	6.95	15.9416666666667	12.3916666666667	14.7833333333333	13.3666666666667	13.575	14.6333333333333	14.0083333333333	3.84166666666667	10.9666666666667	11.175	5.94166666666667	7.73333333333333	13.8083333333333	16.9166666666667	13.3916666666667	17.7
1979	1979	6.5	7.86666666666667	13.625	16.75	16.4166666666667	6.9	16.45	12.9333333333333	14.7333333333333	13.8416666666667	13.8916666666667	14.7833333333333	14.3083333333333	4.075	11.4083333333333	11.0166666666667	5.63333333333333	7.35833333333333	14.1333333333333	17.3916666666667	13.5333333333333	17.9333333333333
1980	1980	6.5	8.55833333333333	14.075	16.3083333333333	16.05	7.40833333333333	16.3416666666667	13.2416666666667	15.075	13.8166666666667	14.0166666666667	15.2083333333333	14.6583333333333	5.09166666666667	11.675	11.6666666666667	6.4	8	14.325	17.2333333333333	13.9	18.0083333333333
1981	1981	6.5	7.91666666666667	14.0166666666667	16.7416666666667	16.7166666666667	6.65	16.6333333333333	12.725	15.2333333333333	13.9583333333333	14.175	15.1916666666667	14.7666666666667	4.38333333333333	11.7	11.0583333333333	5.65833333333333	7.25	14.3333333333333	17.975	14	17.8416666666667
1982	1982	6.5	7.96666666666667	13.2166666666667	15.7666666666667	15.0916666666667	6.525	15.2083333333333	12.4416666666667	14.4	13.3	13.0333333333333	14.2916666666667	13.8916666666667	3.16666666666667	10.725	11.2833333333333	5.875	7.14166666666667	13.2666666666667	16.0083333333333	12.9416666666667	16.9
1983	1983	6.5	9.33333333333333	13.3833333333333	17.6916666666667	17	7.49166666666667	17.275	13.3416666666667	15.9083333333333	13.8	14.6333333333333	15.275	14.3666666666667	3.86666666666667	11.25	11.9083333333333	6.23333333333333	7.61666666666667	14.6833333333333	18.2333333333333	14.4083333333333	17.9666666666667
1984	1984	6.5	6.68333333333333	11.9333333333333	15.3333333333333	15.1416666666667	5.86666666666667	15.3416666666667	11.65	13.425	12.3416666666667	12.7583333333333	13.675	12.7916666666667	2.88333333333333	9.83333333333333	9.2	5.29166666666667	6.66666666666667	12.9583333333333	16.475	12.1583333333333	16.975
1985	1985	6.5	7.59166666666667	13.1666666666667	16.6833333333333	16.05	7.34166666666667	16.4833333333333	12.8333333333333	14.9666666666667	13.55	13.975	14.7083333333333	13.9916666666667	2.80833333333333	10.9416666666667	10.475	5.725	7.5	14.3416666666667	17.35	13.65	17.7583333333333
1986	1986	6.5	8.03333333333333	13.3833333333333	16.65	16.3083333333333	7.125	16.6916666666667	12.9416666666667	15.3583333333333	13.7083333333333	14.2583333333333	15.0583333333333	13.9916666666667	3.8	11.125	10.7833333333333	5.73333333333333	7.04166666666667	14.2666666666667	17.3166666666667	13.8583333333333	17.6916666666667
1987	1987	6.5	8.43333333333333	13.25	17.2583333333333	16.7583333333333	7.14166666666667	16.7333333333333	12.9416666666667	15.1916666666667	13.6166666666667	14.0666666666667	14.9083333333333	14.3166666666667	3.13333333333333	11.225	11.45	5.625	7.35	14.2666666666667	17.8583333333333	13.7416666666667	17.7916666666667
1988	1988	6.5	8.15	14.1333333333333	17.1	17.0833333333333	7.63333333333333	17.2166666666667	14.175	16.025	14.4166666666667	14.7333333333333	15.7583333333333	15.1	3.49166666666667	11.9333333333333	10.725	6.2	7.83333333333333	14.9166666666667	18.2916666666667	14.4	18.6666666666667
