Group.1	year	month	Almaty	Andizhan	Ashbagat	Bairam.ali	Baityk	Chardzhou	Charvak	Dzhizak	Fergana	Kattakurgan	Leninabad	Namangan	Naryn	Osh	Panfilov	Przhevalsk	Rybache	Samarkand	Serahs	Tashkent	Termez
1989	1989	6.5	7.66666666666667	12.8583333333333	17.3416666666667	16.2166666666667	6.41666666666667	16.275	12.7166666666667	14.8583333333333	13.0416666666667	13.4416666666667	14.6	13.675	3.50833333333333	10.4666666666667	10.7833333333333	5.29166666666667	6.575	13.5416666666667	17.6083333333333	13.1583333333333	17.2833333333333
1990	1990	6.5	9.05833333333333	13.85	17.4166666666667	16.5833333333333	7.56666666666667	16.875	13.775	15.3916666666667	14.1833333333333	14.2833333333333	15.3916666666667	14.7916666666667	4.48333333333333	11.825	11.85	6.6	8.2	14.4916666666667	17.8083333333333	13.925	17.7916666666667
1991	1991	6.5	8.725	13.1583333333333	16.9083333333333	16.175	7.26666666666667	16.4083333333333	13.3916666666667	14.975	13.525	13.7916666666667	14.9666666666667	14.1416666666667	3.74166666666667	10.9416666666667	11.3583333333333	6.025	7.63333333333333	14.025	17.3083333333333	13.6416666666667	17.5833333333333
1992	1992	6.5	8.35	13.4	16.1666666666667	15.8833333333333	7.06666666666667	16.3333333333333	12.9	15.2083333333333	13.6583333333333	13.6083333333333	14.875	14.325	3.575	11.2083333333333	11.5583333333333	5.88333333333333	7.28333333333333	14.0083333333333	16.9833333333333	13.55	17.4666666666667
1993	1993	6.5	7.53333333333333	12.8916666666667	16.05	15.7	6.28333333333333	15.7833333333333	11.5833333333333	14.0916666666667	13.0666666666667	13.1666666666667	13.9666666666667	13.625	2.49166666666667	10.6	10.2333333333333	5.33333333333333	7.10833333333333	13.35	16.8	12.5666666666667	17.3916666666667
1994	1994	6.5	8.025	13.6083333333333	16.75	16.4583333333333	7.20833333333333	16.65	13.325	14.9666666666667	13.7833333333333	13.875	15.025	14.475	3.36666666666667	11.2916666666667	10.8583333333333	5.74166666666667	7.64166666666667	14.4	17.5333333333333	13.325	17.975
1995	1995	6.5	8.41666666666667	13.9	17.9166666666667	17.225	7.34166666666667	17.3	14.4333333333333	15.65	14.125	14.5083333333333	15.45	14.8083333333333	3.5	11.8	11.4083333333333	5.84166666666667	7.85	14.775	18.4916666666667	14.1583333333333	18.0166666666667
1996	1996	6.5	7.675	12.825	16.575	16.3833333333333	6.15833333333333	16.1166666666667	11.1583333333333	14.3916666666667	13.1	13.8083333333333	14.3166666666667	13.6916666666667	3.54166666666667	10.9083333333333	10.3083333333333	5.45	7.175	14.0166666666667	17.7833333333333	13.1666666666667	17.2333333333333
1997	1997	6.5	9.53333333333333	13.9333333333333	17.5666666666667	17.0416666666667	7.8	17.3916666666667	13.1666666666667	15.6666666666667	14.3166666666667	14.6083333333333	15.5583333333333	14.95	6.00833333333333	11.85	11.7333333333333	6.725	8.51666666666667	14.9583333333333	18.3583333333333	14.2833333333333	18.35
1998	1998	6.5	8.85	13.6916666666667	17.3833333333333	16.9583333333333	7.54166666666667	16.9833333333333	14.4166666666667	15.3833333333333	14.025	14.0583333333333	15.4166666666667	14.6833333333333	4.525	11.625	11.0083333333333	6.2	7.95833333333333	14.5416666666667	17.95	13.7833333333333	18.1
1999	1999	6.5	9.10833333333333	13.9666666666667	17.925	17.0916666666667	7.475	17.1666666666667	13.5583333333333	15.7416666666667	14.225	14.5416666666667	15.55	14.8833333333333	3.825	11.7333333333333	11.9583333333333	6.25	7.7	14.925	18.2916666666667	14.2416666666667	18.2416666666667
2000	2000	6.5	9.30833333333333	14.275	17.8833333333333	17.225	7.56666666666667	16.875	13.4833333333333	15.825	14.525	14.7166666666667	15.7916666666667	15.2583333333333	4.18333333333333	11.9666666666667	11.8416666666667	6.25	7.29166666666667	14.9833333333333	18.4916666666667	14.7833333333333	18.675
