"date","ws","wd"
"267",2014-09-24,0.909375,98.868186473588
"268",2014-09-25,0.705208333333333,96.2482927677597
"269",2014-09-26,1.81041666666667,71.7022749086043
"270",2014-09-27,3.43645833333333,72.3948214910039
"271",2014-09-28,1.12604166666667,32.9498158741615
"272",2014-09-29,1.415625,284.336356440906
"273",2014-09-30,1.77708333333333,209.860817703747
"274",2014-10-01,3.63958333333333,229.24500087051
"275",2014-10-02,5.16354166666667,156.846897301053
"276",2014-10-03,4.425,199.153389542021
"277",2014-10-04,5.91041666666667,227.907161641695
"278",2014-10-05,6.10416666666667,236.778985011498
"279",2014-10-06,5.16770833333333,258.749873144524
"280",2014-10-07,2.04583333333333,286.966211842462
"281",2014-10-08,2.81041666666667,282.861549820591
"282",2014-10-09,2.915625,250.848148921533
"283",2014-10-10,6.03958333333333,229.223592481052
"284",2014-10-11,6.059375,229.376562492519
"285",2014-10-12,2.125,284.569758075009
"286",2014-10-13,2.98854166666667,216.516567072345
"287",2014-10-14,5.85729166666667,234.350075360159
"288",2014-10-15,4.00104166666667,255.784946224435
"289",2014-10-16,2.98958333333333,246.296246082845
"290",2014-10-17,1.259375,55.1015585489943
"291",2014-10-18,1.80208333333333,76.9968168243212
"292",2014-10-19,0.733333333333333,113.902189023273
"293",2014-10-20,NA,NA
"294",2014-10-21,7.08333333333333,234.92169473109
"295",2014-10-22,4.33829787234043,181.080482909848
"296",2014-10-23,4.55806451612903,208.48415365688
"297",2014-10-24,5.04137931034483,246.980353971034
"298",2014-10-25,4.82941176470588,269.15731454818
"299",2014-10-26,4.76595744680851,260.34586174043
"300",2014-10-27,8.23333333333333,223.603735738456
"301",2014-10-28,8.75555555555556,243.76849468561
"302",2014-10-29,2.86875,182.845819167713
"303",2014-10-30,1.87395833333333,212.234750533696
"304",2014-10-31,0.117708333333333,110.186512353417
"305",2014-11-01,1.18020833333333,53.1398772746582
"306",2014-11-02,0.947916666666667,111.000799833663
"307",2014-11-03,0.742,292.529037282609
"308",2014-11-04,1.08645833333333,320.358159870275
"309",2014-11-05,1.515625,129.997301712155
"310",2014-11-06,4.684375,152.85432120628
"311",2014-11-07,3.23369565217391,241.208217578828
"312",2014-11-08,2.48210526315789,220.213941395794
"313",2014-11-09,4.51578947368421,268.714330291354
"314",2014-11-10,NA,NA
"315",2014-11-11,NA,NA
"316",2014-11-12,NA,NA
"317",2014-11-13,NA,NA
"318",2014-11-14,NA,NA
"319",2014-11-15,NA,NA
"320",2014-11-16,NA,NA
"321",2014-11-17,NA,NA
"322",2014-11-18,5.33,260.924653369316
"323",2014-11-19,4.67222222222222,252.938639051055
"324",2014-11-20,4.12916666666667,229.702450014962
"325",2014-11-21,5.30625,259.611377634618
"326",2014-11-22,4.684375,233.022703794325
"327",2014-11-23,5.57291666666667,243.386450344096
"328",2014-11-24,3.00266666666667,250.071167826286
"329",2014-11-25,5.39895833333333,245.801205767617
"330",2014-11-26,7.35806451612903,248.861319552242
"331",2014-11-27,3.38645833333333,294.32028455295
"332",2014-11-28,2.57708333333333,115.4825352206
"333",2014-11-29,2.74583333333333,126.3682468913
"334",2014-11-30,2.90208333333333,180.736101222254
"335",2014-12-01,3.325,149.01345678506
"336",2014-12-02,1.53229166666667,129.321899185364
"337",2014-12-03,5.35,216.031676586707
"338",2014-12-04,4.2,162.206735781518
"339",2014-12-05,5.259375,200.240383684977
"340",2014-12-06,2.54631578947368,229.329257978993
"341",2014-12-07,2.85416666666667,209.533588307104
"342",2014-12-08,3.246875,191.012348599994
"343",2014-12-09,2.384375,295.185227541716
"344",2014-12-10,2.325,141.232746752663
"345",2014-12-11,2.65729166666667,148.343072706084
"346",2014-12-12,3.4875,173.267101003333
"347",2014-12-13,1.37708333333333,173.670584016569
"348",2014-12-14,0.0182795698924731,247.5
"349",2014-12-15,1.04791666666667,104.693379654451
"350",2014-12-16,2.81354166666667,119.699361084795
"351",2014-12-17,2.61041666666667,127.570741331251
"352",2014-12-18,2.36808510638298,117.335146733632
"353",2014-12-19,1.00571428571429,141.819692557962
"354",2014-12-20,NA,NA
"355",2014-12-21,NA,NA
"356",2014-12-22,NA,NA
"357",2014-12-23,1.51666666666667,150.4432624677
"358",2014-12-24,3.45,169.324796408064
"359",2014-12-25,5.61354166666667,191.747296901564
"360",2014-12-26,7.375,214.640427489767
"361",2014-12-27,8.85625,247.878716886614
"362",2014-12-28,4.86770833333333,238.803507049138
"363",2014-12-29,0.974074074074074,93.6619180773582
