"date","ws","wd"
"309",2013-11-06,9.9,243
"310",2013-11-07,6,283
"311",2013-11-08,1.7,89
"312",2013-11-09,3.4,150
"313",2013-11-10,5.6,188
"314",2013-11-11,6.2,215
"315",2013-11-12,4.1,259
"316",2013-11-13,11,237
"317",2013-11-14,8.1,264
"318",2013-11-15,5,255
"319",2013-11-16,4.4,202
"320",2013-11-17,6.4,178
"321",2013-11-18,8.9,238
"322",2013-11-19,14,222
"323",2013-11-20,9.4,247
"324",2013-11-21,7.1,278
"325",2013-11-22,8.1,259
"326",2013-11-23,7.2,262
"327",2013-11-24,3,267
"328",2013-11-25,4.5,265
"329",2013-11-26,1.9,233
"330",2013-11-27,3.5,146
"331",2013-11-28,4,214
"332",2013-11-29,5.6,194
"333",2013-11-30,8,213
"334",2013-12-01,9,233
"335",2013-12-02,3.9,240
"336",2013-12-03,7.1,232
"337",2013-12-04,12,210
"338",2013-12-05,4.4,152
"339",2013-12-06,12,219
"340",2013-12-07,10,221
"341",2013-12-08,5.4,199
"342",2013-12-09,2.6,243
"343",2013-12-10,4.4,146
"344",2013-12-11,4.9,215
"345",2013-12-12,3.2,44
"346",2013-12-13,7.7,281
"347",2013-12-14,18,240
"348",2013-12-15,12,202
"349",2013-12-16,6.9,200
"350",2013-12-17,9.2,202
"351",2013-12-18,8.4,213
"352",2013-12-19,6,210
"353",2013-12-20,11,220
"354",2013-12-21,6.2,257
"355",2013-12-22,5.6,288
"356",2013-12-23,2.9,226
"357",2013-12-24,5.9,173
"358",2013-12-25,2.9,165
"359",2013-12-26,7.6,185
"360",2013-12-27,3.1,163
"361",2013-12-28,4.1,221
"362",2013-12-29,8.9,228
"363",2013-12-30,10,254
"364",2013-12-31,7.1,259
