	date	ws	wd
1	13.02.2015	7.561797753	247.262925
2	14.02.2015	4.753125	247.6600039
3	15.02.2015	1.110416667	252.9351488
4	16.02.2015	2.685416667	247.5
5	17.02.2015	1.977083333	266.2043309
6	18.02.2015	4.272916667	249.0173762
7	19.02.2015	2.157291667	247.5
8	20.02.2015	2.690625	247.5
9	21.02.2015	4.436458333	247.5
10	22.02.2015	2.99375	248.1941764
11	23.02.2015	3.864583333	252.1402432
12	24.02.2015	3.7	250.3615981
13	25.02.2015	3.090625	267.0350634
14	26.02.2015	3.003125	248.3871932
15	27.02.2015	2.869791667	266.9521401
16	28.02.2015	2.1	279.2406838
17	01.03.2015	1.517708333	126.4352462
18	02.03.2015	0.829166667	146.9864912
19	03.03.2015	0.623958333	119.6122536
20	04.03.2015	0.64375	100.6686005
21	05.03.2015	0.375	110.3137928
22	06.03.2015	1.686458333	79.63852781
23	07.03.2015	1.740625	76.0272206
24	08.03.2015	1.1875	82.41000069
25	09.03.2015	1.903125	173.5339532
26	10.03.2015	5.257291667	188.3560565
27	11.03.2015	6.197916667	269.7305941
28	12.03.2015	5.006315789	226.5509114
29	13.03.2015	5.296875	244.4083387
30	14.03.2015	1.563541667	308.3647538
31	15.03.2015	5.497916667	236.8144268
32	16.03.2015	2.027083333	309.9814167
33	17.03.2015	6.057291667	263.7941367
34	18.03.2015	3.207291667	253.4092571
35	19.03.2015	2.895833333	243.2689076
36	20.03.2015	1.03125	111.0273129
37	21.03.2015	3.255208333	124.9424147
38	22.03.2015	3.84375	153.2952648
39	23.03.2015	6.125	217.3552829
40	24.03.2015	2.786458333	291.3536601
41	25.03.2015	3.961458333	213.881334
42	26.03.2015	8.717708333	236.5030404
43	27.03.2015	1.284375	324.0919116
44	28.03.2015	1.966666667	356.1450213
45	29.03.2015	2.395833333	4.536028213
46	30.03.2015	2.709375	293.5016438
47	31.03.2015	0.811458333	24.53753585
48	01.04.2015	0.861458333	43.12097491
49	02.04.2015	0.55	180.034166
50	03.04.2015	0.79375	10.57793521
51	04.04.2015	1.8	86.74008428
52	05.04.2015	2.038541667	82.91947052
53	06.04.2015	2.175	91.4471467
54	07.04.2015	1.623958333	288.9934644
55	08.04.2015	2.373958333	205.6985846
56	09.04.2015	2.525	129.7146902
57	10.04.2015	4.769791667	172.0746649
58	11.04.2015	0.913541667	11.64376686
59	12.04.2015	6.34375	229.4864267
60	13.04.2015	5.639583333	272.1138746
61	14.04.2015	0.864583333	193.6917109
62	15.04.2015	0.485416667	134.4101283
63	16.04.2015	1.513541667	273.0869068
64	17.04.2015	1.926041667	154.1777403
65	18.04.2015	3.984375	192.8519415
66	19.04.2015	5.1125	217.9260391
67	20.04.2015	4.144791667	218.0000975
68	21.04.2015	2.404166667	162.5647101
69	22.04.2015	0.956	310.3646554
70	23.04.2015	2.31875	258.3972992
71	24.04.2015	6.254166667	244.8536876
72	25.04.2015	6.102083333	220.5264394
73	26.04.2015	3.358333333	218.7410998
74	27.04.2015	7.04375	263.358471
75	28.04.2015	2.720833333	266.7867952
76	29.04.2015	0.66875	173.3099684
77	30.04.2015	1.591666667	271.5039023
78	01.05.2015	0.408333333	148.06161
79	02.05.2015	1.61875	22.36739864
80	03.05.2015	3.13125	79.86666323
81	04.05.2015	3.791666667	105.4858988
82	05.05.2015	1.470833333	135.7861195
83	06.05.2015	0.879166667	273.7543192
84	07.05.2015	1.083333333	16.72964257
85	08.05.2015	0.789583333	41.65023578
86	09.05.2015	3.308333333	176.1951291
87	10.05.2015	5.866666667	243.455434
88	11.05.2015	1.885416667	286.6756352
89	12.05.2015	1.310416667	318.6331694
90	13.05.2015	0.4	178.2147008
91	14.05.2015	1.78125	88.06554068
92	15.05.2015	1.947916667	87.09484579
93	16.05.2015	3.570833333	89.73111114
94	17.05.2015	6.183333333	257.2052401
95	18.05.2015	2.9875	189.4242529
96	19.05.2015	4.008333333	219.4378568
97	20.05.2015	5.647916667	180.6290206
98	21.05.2015	6.014583333	256.9510916
99	22.05.2015	2.535416667	278.2967545
