"date","ws","wd"
"1",2016-01-01,2.6,66
"2",2016-01-02,3.1,65
"3",2016-01-03,5.2,104
"4",2016-01-04,4.7,83
"5",2016-01-05,5.1,76
"6",2016-01-06,2.6,48
"7",2016-01-07,2.7,233
"8",2016-01-08,1.6,265
"9",2016-01-09,2.9,157
"10",2016-01-10,7.4,149
"11",2016-01-11,7.2,144
"12",2016-01-12,6.5,212
"13",2016-01-13,7,252
"14",2016-01-14,4.6,265
"15",2016-01-15,3.6,127
"16",2016-01-16,6.4,119
"17",2016-01-17,7.7,73
"18",2016-01-18,2.6,308
"19",2016-01-19,1.1,101
"20",2016-01-20,6.1,152
"21",2016-01-21,6.4,164
"22",2016-01-22,4.5,211
"23",2016-01-23,2.6,86
"24",2016-01-24,7.1,113
"25",2016-01-25,5.1,105
"26",2016-01-26,5.4,110
"27",2016-01-27,5.6,118
"28",2016-01-28,2.5,127
"29",2016-01-29,2,130
"30",2016-01-30,2.2,187
"31",2016-01-31,3.4,148
"32",2016-02-01,1.7,271
"33",2016-02-02,1.5,270
"34",2016-02-03,6.2,169
"35",2016-02-04,10.1,185
"36",2016-02-05,10.4,235
"37",2016-02-06,10.5,233
"38",2016-02-07,4.7,173
"39",2016-02-08,5.4,307
"40",2016-02-09,7,268
"41",2016-02-10,5,257
"42",2016-02-11,8.9,233
"43",2016-02-12,4.6,287
"44",2016-02-13,3.4,69
"45",2016-02-14,4.1,113
"46",2016-02-15,3.1,71
"47",2016-02-16,2.4,279
"48",2016-02-17,6.2,237
"49",2016-02-18,5.9,168
"50",2016-02-19,3.2,242
"51",2016-02-20,1.7,300
"52",2016-02-21,1,61
"53",2016-02-22,3,133
"54",2016-02-23,4.2,207
"55",2016-02-24,4.5,248
"56",2016-02-25,1.7,296
"57",2016-02-26,6.7,156
"58",2016-02-27,9.5,243
"59",2016-02-28,4.2,234
"60",2016-02-29,4,257
"61",2016-03-01,3.1,292
"62",2016-03-02,8.5,276
"63",2016-03-03,6.1,241
"64",2016-03-04,4,213
"65",2016-03-05,4.5,53
"66",2016-03-06,7.4,109
"67",2016-03-07,9.1,117
"68",2016-03-08,6.6,140
"69",2016-03-09,2.7,23
"70",2016-03-10,1.9,9
"71",2016-03-11,3.2,122
"72",2016-03-12,3.9,167
"73",2016-03-13,6.9,185
"74",2016-03-14,8.5,257
"75",2016-03-15,3.5,312
"76",2016-03-16,4.1,130
"77",2016-03-17,15.2,223
"78",2016-03-18,12.1,225
"79",2016-03-19,10.9,203
"80",2016-03-20,12,205
"81",2016-03-21,10.1,203
"82",2016-03-22,8.7,225
"83",2016-03-23,4.1,209
"84",2016-03-24,6.2,115
"85",2016-03-25,8.1,249
"86",2016-03-26,4.9,224
"87",2016-03-27,4.4,163
"88",2016-03-28,3.6,190
"89",2016-03-29,3,348
"90",2016-03-30,4.2,74
"91",2016-03-31,7,108
"92",2016-04-01,4.9,118
"93",2016-04-02,4.5,229
"94",2016-04-03,5.2,239
"95",2016-04-04,3,269
"96",2016-04-05,3.9,126
"97",2016-04-06,6.4,182
"98",2016-04-07,4.7,170
"99",2016-04-08,3.6,222
"100",2016-04-09,5.6,272
"101",2016-04-10,6.9,252
"102",2016-04-11,8.4,261
"103",2016-04-12,4.1,282
"104",2016-04-13,3.4,281
"105",2016-04-14,4.1,218
"106",2016-04-15,3.1,194
"107",2016-04-16,4.5,195
"108",2016-04-17,3.5,323
"109",2016-04-18,3.5,128
"110",2016-04-19,4.7,221
"111",2016-04-20,5.7,198
"112",2016-04-21,4.9,196
"113",2016-04-22,4.5,284
"114",2016-04-23,2.7,215
"115",2016-04-24,5.2,261
"116",2016-04-25,5.4,276
"117",2016-04-26,4.5,294
"118",2016-04-27,2.7,321
"119",2016-04-28,3.2,327
"120",2016-04-29,3.1,304
"121",2016-04-30,3.2,278
"122",2016-05-01,1.7,183
"123",2016-05-02,4.7,47
"124",2016-05-03,3.7,91
"125",2016-05-04,4.1,114
"126",2016-05-05,2.2,92
"127",2016-05-06,2.1,244
"128",2016-05-07,2.9,225
"129",2016-05-08,4.1,4
"130",2016-05-09,1.9,60
"131",2016-05-10,6.4,188
"132",2016-05-11,8.2,268
"133",2016-05-12,4.5,266
"134",2016-05-13,8.2,216
"135",2016-05-14,5,296
"136",2016-05-15,7.6,48
"137",2016-05-16,4.7,48
"138",2016-05-17,2.4,32
"139",2016-05-18,2.2,317
"140",2016-05-19,2.1,226
"141",2016-05-20,1.2,111
"142",2016-05-21,4,142
"143",2016-05-22,3.6,117
"144",2016-05-23,3.2,101
"145",2016-05-24,4.1,104
"146",2016-05-25,2.7,22
"147",2016-05-26,2.7,336
"148",2016-05-27,1.5,293
"149",2016-05-28,3.5,283
"150",2016-05-29,4,28
"151",2016-05-30,4.9,308
"152",2016-05-31,4.2,335
"153",2016-06-01,3.7,317
"154",2016-06-02,2.2,356
"155",2016-06-03,3.7,109
"156",2016-06-04,5.5,134
"157",2016-06-05,7.5,221
"158",2016-06-06,4.4,268
"159",2016-06-07,1.5,115
"160",2016-06-08,4.7,33
"161",2016-06-09,2.6,327
"162",2016-06-10,2.6,334
"163",2016-06-11,4.6,74
"164",2016-06-12,7.2,177
"165",2016-06-13,8.1,215
"166",2016-06-14,7.7,266
"167",2016-06-15,4.9,289
"168",2016-06-16,2.1,300
"169",2016-06-17,3.9,289
"170",2016-06-18,5,309
"171",2016-06-19,5.2,313
"172",2016-06-20,3.2,329
"173",2016-06-21,3.1,6
"174",2016-06-22,2.6,25
"175",2016-06-23,2.4,272
"176",2016-06-24,1.9,174
"177",2016-06-25,2.6,127
"178",2016-06-26,5.4,267
"179",2016-06-27,5.6,279
"180",2016-06-28,7.5,205
"181",2016-06-29,5.9,250
"182",2016-06-30,7.6,255
"183",2016-07-01,6.7,268
"184",2016-07-02,3.7,285
"185",2016-07-03,3.9,313
"186",2016-07-04,3.9,295
"187",2016-07-05,3.4,288
"188",2016-07-06,3.4,291
"189",2016-07-07,2.7,254
"190",2016-07-08,3.7,299
"191",2016-07-09,2.5,311
"192",2016-07-10,2.5,250
"193",2016-07-11,1.6,41
"194",2016-07-12,3.2,104
"195",2016-07-13,6.4,188
"196",2016-07-14,3.5,268
"197",2016-07-15,5.6,247
"198",2016-07-16,4.6,263
"199",2016-07-17,3.2,323
"200",2016-07-18,3.6,351
"201",2016-07-19,3.6,32
"202",2016-07-20,3.4,352
"203",2016-07-21,4.5,16
"204",2016-07-22,4.9,14
"205",2016-07-23,3.2,326
"206",2016-07-24,4,304
"207",2016-07-25,4.1,303
"208",2016-07-26,4,36
"209",2016-07-27,3.5,21
"210",2016-07-28,3.5,30
"211",2016-07-29,0.7,354
"212",2016-07-30,3.5,275
"213",2016-07-31,3,309
"214",2016-08-01,3.2,26
"215",2016-08-02,1.4,151
"216",2016-08-03,2.7,236
"217",2016-08-04,2,88
"218",2016-08-05,2,165
"219",2016-08-06,2.4,310
"220",2016-08-07,4.6,311
"221",2016-08-08,2.5,286
"222",2016-08-09,2.7,302
"223",2016-08-10,2.1,54
"224",2016-08-11,2.4,100
"225",2016-08-12,2.9,74
"226",2016-08-13,4,71
"227",2016-08-14,2.5,64
"228",2016-08-15,2,343
"229",2016-08-16,3.1,258
"230",2016-08-17,2.4,46
"231",2016-08-18,2.7,51
"232",2016-08-19,1.9,345
"233",2016-08-20,3.1,18
"234",2016-08-21,2.4,45
"235",2016-08-22,1.5,48
"236",2016-08-23,1.6,172
"237",2016-08-24,1.4,208
"238",2016-08-25,1.2,277
"239",2016-08-26,3.1,254
"240",2016-08-27,3.4,238
"241",2016-08-28,3.5,294
"242",2016-08-29,5.7,250
"243",2016-08-30,6.6,299
"244",2016-08-31,4,249
"245",2016-09-01,4,230
"246",2016-09-02,6.9,141
"247",2016-09-03,6.9,143
"248",2016-09-04,4.2,202
"249",2016-09-05,4.7,237
"250",2016-09-06,2.2,252
"251",2016-09-07,3.4,248
"252",2016-09-08,3.2,144
"253",2016-09-09,2.7,244
"254",2016-09-10,6.7,212
"255",2016-09-11,4.4,331
"256",2016-09-12,6.1,209
"257",2016-09-13,3.5,226
"258",2016-09-14,5.5,175
"259",2016-09-15,5.2,177
"260",2016-09-16,5.5,162
"261",2016-09-17,5.6,246
"262",2016-09-18,2,166
"263",2016-09-19,4,172
"264",2016-09-20,2.6,268
"265",2016-09-21,2.5,293
"266",2016-09-22,1.5,96
"267",2016-09-23,3,82
"268",2016-09-24,2.4,68
"269",2016-09-25,3,74
"270",2016-09-26,1.5,109
"271",2016-09-27,2.4,117
"272",2016-09-28,2.5,98
"273",2016-09-29,2.4,122
"274",2016-09-30,4.2,84
"275",2016-10-01,2.7,355
"276",2016-10-02,3.5,256
"277",2016-10-03,4.5,282
"278",2016-10-04,2.2,288
"279",2016-10-05,3.5,129
"280",2016-10-06,7,265
"281",2016-10-07,5.2,330
"282",2016-10-08,2.4,281
"283",2016-10-09,4.4,150
"284",2016-10-10,3.9,272
"285",2016-10-11,2.6,104
"286",2016-10-12,2,355
"287",2016-10-13,3,3
"288",2016-10-14,7.2,234
"289",2016-10-15,4.4,302
"290",2016-10-16,2.4,15
"291",2016-10-17,2.5,58
"292",2016-10-18,2,120
"293",2016-10-19,4.9,227
"294",2016-10-20,3.9,286
"295",2016-10-21,2.5,355
"296",2016-10-22,2.1,6
"297",2016-10-23,2.4,351
"298",2016-10-24,6.6,274
"299",2016-10-25,5.7,326
"300",2016-10-26,5,274
"301",2016-10-27,6.2,259
"302",2016-10-28,2.9,39
"303",2016-10-29,5.5,132
"304",2016-10-30,3.7,187
"305",2016-10-31,4.2,195
"306",2016-11-01,5.4,210
"307",2016-11-02,8,251
"308",2016-11-03,3.1,10
"309",2016-11-04,4.4,309
"310",2016-11-05,5,179
"311",2016-11-06,6.6,199
"312",2016-11-07,8.6,252
"313",2016-11-08,6.6,245
"314",2016-11-09,11.5,243
"315",2016-11-10,3.1,267
"316",2016-11-11,6.9,270
"317",2016-11-12,4.7,0.3
"318",2016-11-13,3.6,100
"319",2016-11-14,4.6,322
"320",2016-11-15,5.5,274
"321",2016-11-16,4.6,263
"322",2016-11-17,4.2,277
"323",2016-11-18,2.7,303
"324",2016-11-19,1.5,68
"325",2016-11-20,1.7,329
"326",2016-11-21,1.9,78
"327",2016-11-22,6.2,257
"328",2016-11-23,10.5,255
"329",2016-11-24,8,245
"330",2016-11-25,9.1,230
"331",2016-11-26,12.9,243
"332",2016-11-27,15,223
"333",2016-11-28,13.5,230
"334",2016-11-29,6.2,207
"335",2016-11-30,6.4,187
"336",2016-12-01,6,224
"337",2016-12-02,3,354
"338",2016-12-03,4.7,118
"339",2016-12-04,10,205
"340",2016-12-05,12.1,243
"341",2016-12-06,5.4,202
"342",2016-12-07,10.2,222
"343",2016-12-08,13.5,217
"344",2016-12-09,8,227
"345",2016-12-10,9.9,193
"346",2016-12-11,15.9,193
"347",2016-12-12,8.1,216
"348",2016-12-13,9.7,216
"349",2016-12-14,7.4,48
"350",2016-12-15,3.9,352
"351",2016-12-16,2.6,268
"352",2016-12-17,3,269
"353",2016-12-18,3.7,169
"354",2016-12-19,8.1,214
"355",2016-12-20,7.7,214
"356",2016-12-21,3.5,302
"357",2016-12-22,5.4,116
"358",2016-12-23,3.2,35
"359",2016-12-24,5,208
"360",2016-12-25,8.2,206
"361",2016-12-26,4,209
"362",2016-12-27,4,199
"363",2016-12-28,7.7,251
"364",2016-12-29,9.7,240
"365",2016-12-30,8.2,251
"366",2016-12-31,10.1,233
