	date	ws	wd
1	01.01.2014	3.241052632	154.8861565
2	02.01.2014	3.546666667	173.7971955
3	03.01.2014	3.543678161	198.3773322
4	04.01.2014	1.413333333	134.5112997
5	05.01.2014	2.95	142.9182613
6	06.01.2014	2.681034483	111.4382215
7	07.01.2014	1.693975904	125.3033106
8	08.01.2014	1.434177215	182.3320846
9	09.01.2014	1.49375	124.5457209
10	10.01.2014	2.577894737	135.2750933
11	11.01.2014	3.7375	190.2889813
12	12.01.2014	-999	-999
13	13.01.2014	-999	-999
14	14.01.2014	-999	-999
15	15.01.2014	-999	-999
16	16.01.2014	-999	-999
17	17.01.2014	-999	-999
18	18.01.2014	-999	-999
19	19.01.2014	-999	-999
20	20.01.2014	-999	-999
21	21.01.2014	-999	-999
22	22.01.2014	-999	-999
23	23.01.2014	-999	-999
24	24.01.2014	-999	-999
25	25.01.2014	-999	-999
26	26.01.2014	-999	-999
27	27.01.2014	-999	-999
28	28.01.2014	-999	-999
29	29.01.2014	-999	-999
30	30.01.2014	-999	-999
31	31.01.2014	-999	-999
32	01.02.2014	-999	-999
33	02.02.2014	-999	-999
34	03.02.2014	-999	-999
35	04.02.2014	-999	-999
36	05.02.2014	-999	-999
37	06.02.2014	-999	-999
38	07.02.2014	-999	-999
39	08.02.2014	-999	-999
40	09.02.2014	-999	-999
41	10.02.2014	-999	-999
42	11.02.2014	-999	-999
43	12.02.2014	-999	-999
44	13.02.2014	-999	-999
45	14.02.2014	-999	-999
46	15.02.2014	-999	-999
47	16.02.2014	-999	-999
48	17.02.2014	-999	-999
49	18.02.2014	3.35	144.03977
50	19.02.2014	-999	-999
51	20.02.2014	-999	-999
52	21.02.2014	-999	-999
53	22.02.2014	-999	-999
54	23.02.2014	-999	-999
55	24.02.2014	-999	-999
56	25.02.2014	-999	-999
57	26.02.2014	-999	-999
58	27.02.2014	-999	-999
59	28.02.2014	-999	-999
60	01.03.2014	-999	-999
61	02.03.2014	-999	-999
62	03.03.2014	-999	-999
63	04.03.2014	-999	-999
64	05.03.2014	-999	-999
65	06.03.2014	-999	-999
66	07.03.2014	-999	-999
67	08.03.2014	-999	-999
68	09.03.2014	-999	-999
69	10.03.2014	5.125	184.4134566
70	11.03.2014	5.801041667	210.2068
71	12.03.2014	4.815625	190.1932091
72	13.03.2014	4.611458333	144.1576458
73	14.03.2014	8.484375	217.8205503
74	15.03.2014	7.769791667	214.749678
75	16.03.2014	5.485416667	214.7877921
76	17.03.2014	2.844791667	162.4228427
77	18.03.2014	4.103125	160.5263204
78	19.03.2014	7.914583333	185.6078678
79	20.03.2014	10.10625	223.6466824
80	21.03.2014	5.785416667	198.3587562
81	22.03.2014	2.214583333	154.665348
82	23.03.2014	5.642708333	228.9424149
83	24.03.2014	1.184375	354.9286542
84	25.03.2014	4.272916667	203.1721967
85	26.03.2014	4.752083333	216.1309386
86	27.03.2014	6.784375	258.8746942
87	28.03.2014	2.90625	196.9153345
88	29.03.2014	1.710416667	140.8455414
89	30.03.2014	6.865217391	210.2255408
90	31.03.2014	3.491666667	155.4981203
91	01.04.2014	6.440625	232.3891178
92	02.04.2014	3.151041667	125.7236479
93	03.04.2014	5.359375	207.962537
94	04.04.2014	2.077083333	278.2471832
95	05.04.2014	3.378125	229.0933155
96	06.04.2014	2.161666667	127.7395889
97	07.04.2014	-999	-999
98	08.04.2014	6.636363636	218.8391763
99	09.04.2014	5.333333333	187.3524504
100	10.04.2014	1.173958333	346.5666363
101	11.04.2014	3.242708333	295.6739768
102	12.04.2014	1.419791667	278.1406025
103	13.04.2014	2.252083333	254.0708195
104	14.04.2014	2.948958333	271.2764136
105	15.04.2014	1.001041667	284.6921486
106	16.04.2014	0.642708333	269.8851795
107	17.04.2014	0.923958333	255.5765635
108	18.04.2014	2.595833333	231.3937661
109	19.04.2014	1.675	287.3934147
110	20.04.2014	2.336458333	271.806219
111	21.04.2014	5.176041667	262.9994649
112	22.04.2014	3.965625	307.4945181
113	23.04.2014	5.269791667	223.2423141
114	24.04.2014	5.280208333	201.671226
115	25.04.2014	4.74375	188.5040878
116	26.04.2014	11.14375	234.0872506
117	27.04.2014	6.034375	262.7480136
118	28.04.2014	5.457291667	258.3733894
119	29.04.2014	3.497916667	250.9204717
120	30.04.2014	4.983333333	242.8962839
121	01.05.2014	1.639583333	137.9794129
122	02.05.2014	2.94375	252.3301559
123	03.05.2014	1.260416667	268.8703407
124	04.05.2014	4.45	245.9460778
125	05.05.2014	1.4375	16.18297519
126	06.05.2014	3.230208333	90.15379081
127	07.05.2014	2.838541667	122.2973622
128	08.05.2014	3.192708333	292.8885369
129	09.05.2014	3.259375	288.2262121
130	10.05.2014	1.711458333	349.5085716
131	11.05.2014	0.913541667	149.6714222
132	12.05.2014	1.673958333	259.4367438
133	13.05.2014	4.142708333	281.9177053
134	14.05.2014	0.663541667	12.95248505
135	15.05.2014	0.705208333	168.6545966
136	16.05.2014	1.767708333	296.5425749
137	17.05.2014	2.710416667	333.2072367
138	18.05.2014	2.321875	81.31768767
139	19.05.2014	2.592708333	56.12853595
140	20.05.2014	2.334375	269.4724422
141	21.05.2014	2.755208333	312.4078047
142	22.05.2014	1.420833333	238.8125703
143	23.05.2014	1.895833333	205.2925449
144	24.05.2014	5.704166667	269.6249659
145	25.05.2014	3.754166667	260.8790214
146	26.05.2014	3.761458333	265.3858955
147	27.05.2014	1.63125	261.7726201
148	28.05.2014	1.266666667	296.543838
149	29.05.2014	2.30625	338.3951441
150	30.05.2014	3.114583333	301.8632882
151	31.05.2014	0.936458333	296.1598554
152	01.06.2014	2.039583333	296.5419725
153	02.06.2014	1.148958333	248.8507368
154	03.06.2014	2.215625	283.2066024
155	04.06.2014	1.588541667	303.3167016
156	05.06.2014	1.34375	271.5625436
157	06.06.2014	2.015625	274.6974796
158	07.06.2014	2.501041667	290.7539579
159	08.06.2014	2.388541667	281.6770355
160	09.06.2014	2.504166667	236.1802218
161	10.06.2014	3.16875	224.0850141
162	11.06.2014	1.073958333	81.85708339
163	12.06.2014	1.355208333	119.6764214
164	13.06.2014	0.65	323.0493647
165	14.06.2014	1.154166667	159.1490158
166	15.06.2014	4.742708333	219.3869893
167	16.06.2014	4.873958333	226.4138867
168	17.06.2014	3.727083333	252.4941371
169	18.06.2014	1.935416667	272.6046561
170	19.06.2014	0.722916667	238.1018809
171	20.06.2014	1.583333333	160.5558075
172	21.06.2014	2.117708333	315.2626485
173	22.06.2014	1.722916667	332.0898713
