	date	ws	wd
92	02.04.2015	1.5	17
93	03.04.2015	1.6	343
94	04.04.2015	2.9	106
95	05.04.2015	5	86
96	06.04.2015	4.1	121
97	07.04.2015	3.1	227
98	08.04.2015	5.2	246
99	09.04.2015	4.2	175
100	10.04.2015	8.6	170
101	11.04.2015	2.6	19
102	12.04.2015	8.6	249
103	13.04.2015	7.2	269
104	14.04.2015	3.5	253
105	15.04.2015	2.1	127
106	16.04.2015	3	276
107	17.04.2015	3.7	173
108	18.04.2015	8.2	201
109	19.04.2015	7.5	232
110	20.04.2015	8.2	226
111	21.04.2015	6.4	192
112	22.04.2015	3	129
113	23.04.2015	4.5	121
114	24.04.2015	9.4	239
115	25.04.2015	8.5	218
116	26.04.2015	4.4	232
117	27.04.2015	9.7	265
118	28.04.2015	4.7	286
119	29.04.2015	1.6	205
120	30.04.2015	3.4	275
121	01.05.2015	0.9	230
122	02.05.2015	3.4	35
123	03.05.2015	7	101
124	04.05.2015	6.9	145
125	05.05.2015	3.4	153
126	06.05.2015	2.2	290
127	07.05.2015	2.9	37
128	08.05.2015	4.1	68
129	09.05.2015	6	149
130	10.05.2015	8.6	228
131	11.05.2015	5.1	304
132	12.05.2015	3.2	344
133	13.05.2015	1.4	152
134	14.05.2015	3.9	97
135	15.05.2015	4.2	101
136	16.05.2015	5.9	113
137	17.05.2015	8.2	248
138	18.05.2015	3.2	200
139	19.05.2015	5.5	228
140	20.05.2015	9	210
141	21.05.2015	8.4	253
142	22.05.2015	3.9	291
143	23.05.2015	3.5	312
144	24.05.2015	5	246
145	25.05.2015	2.5	5
146	26.05.2015	3.1	248
147	27.05.2015	1.4	260
148	28.05.2015	4.5	312
149	29.05.2015	2.7	336
150	30.05.2015	2.1	53
151	31.05.2015	3.1	321
152	01.06.2015	1.7	228
153	02.06.2015	3.9	222
154	03.06.2015	7	276
155	04.06.2015	7.4	250
156	05.06.2015	9.4	296
157	06.06.2015	6.2	232
158	07.06.2015	5.5	260
159	08.06.2015	7.7	274
160	09.06.2015	5.2	236
161	10.06.2015	4.6	294
162	11.06.2015	3.1	201
163	12.06.2015	8	225
164	13.06.2015	4.7	228
165	14.06.2015	4.4	271
166	15.06.2015	2	284
167	16.06.2015	2	114
168	17.06.2015	2.4	155
169	18.06.2015	4	128
170	19.06.2015	8.2	266
171	20.06.2015	2.1	302
172	21.06.2015	4.7	75
173	22.06.2015	5.4	166
174	23.06.2015	5.1	249
175	24.06.2015	2.9	246
176	25.06.2015	3	295
177	26.06.2015	3.5	197
178	27.06.2015	6.6	278
179	28.06.2015	7.6	265
180	29.06.2015	6.9	274
181	30.06.2015	4	282
182	01.07.2015	2.1	253
183	02.07.2015	6.5	280
184	03.07.2015	2.9	254
185	04.07.2015	4.5	279
186	05.07.2015	2.9	280
187	06.07.2015	5	299
188	07.07.2015	3.4	272
189	08.07.2015	3.7	342
190	09.07.2015	5.7	268
191	10.07.2015	2.6	311
192	11.07.2015	2.6	6
193	12.07.2015	5.9	217
194	13.07.2015	5.4	310
195	14.07.2015	4.9	314
196	15.07.2015	3.5	307
197	16.07.2015	4.6	224
198	17.07.2015	7	209
199	18.07.2015	2.9	163
200	19.07.2015	6.1	179
201	20.07.2015	4.5	283
202	21.07.2015	3.2	294
203	22.07.2015	4.9	310
204	23.07.2015	5.5	289
205	24.07.2015	7	252
206	25.07.2015	2.6	308
207	26.07.2015	2.7	43
208	27.07.2015	4.6	292
209	28.07.2015	6	253
210	29.07.2015	3.5	201
211	30.07.2015	7.7	238
212	31.07.2015	6.2	236
213	01.08.2015	7	209
214	02.08.2015	4.5	244
215	03.08.2015	1.7	284
216	04.08.2015	1.7	293
217	05.08.2015	2.1	252
218	06.08.2015	2.1	327
219	07.08.2015	2.6	141
220	08.08.2015	3.7	185
221	09.08.2015	2.1	211
222	10.08.2015	3.4	274
223	11.08.2015	3.9	201
224	12.08.2015	2.2	13
225	13.08.2015	7.2	333
226	14.08.2015	6.5	276
227	15.08.2015	5.2	304
228	16.08.2015	4.1	279
229	17.08.2015	4.2	258
230	18.08.2015	1.4	34
231	19.08.2015	2	0
232	20.08.2015	4.5	179
233	21.08.2015	5.1	266
234	22.08.2015	6.1	324
235	23.08.2015	4.1	279
236	24.08.2015	6.4	279
237	25.08.2015	2.6	30
238	26.08.2015	1.7	59
239	27.08.2015	2.7	77
240	28.08.2015	2.4	84
241	29.08.2015	4.7	226
242	30.08.2015	8.7	255
243	31.08.2015	6.4	254
244	01.09.2015	4.5	244
245	02.09.2015	1.7	284
246	03.09.2015	1.7	293
247	04.09.2015	2.1	252
248	05.09.2015	2.1	327
249	06.09.2015	2.6	141
250	07.09.2015	3.7	185
251	08.09.2015	2.1	211
252	09.09.2015	3.4	274
253	10.09.2015	3.9	201
254	11.09.2015	2.2	13
255	12.09.2015	7.2	333
256	13.09.2015	6.5	276
257	14.09.2015	5.2	304
258	15.09.2015	4.1	279
259	16.09.2015	4.2	258
260	17.09.2015	1.4	34
261	18.09.2015	2	0
262	19.09.2015	4.5	179
263	20.09.2015	5.1	266
264	21.09.2015	6.1	324
265	22.09.2015	4.1	279
266	23.09.2015	6.4	279
267	24.09.2015	2.6	30
268	25.09.2015	1.7	59
269	26.09.2015	2.7	77
270	27.09.2015	2.4	84
271	28.09.2015	4.7	226
272	29.09.2015	8.7	255
273	30.09.2015	6.4	254
274	01.10.2015	5.1	271
275	02.10.2015	1.4	326
276	03.10.2015	7	243
277	04.10.2015	11.5	254
278	05.10.2015	8.7	281
279	06.10.2015	9.5	233
280	07.10.2015	4.9	192
281	08.10.2015	3.4	154
282	09.10.2015	7.4	235
283	10.10.2015	2.2	214
284	11.10.2015	2.6	144
285	12.10.2015	3.2	209
286	13.10.2015	6.1	248
287	14.10.2015	7.6	264
288	15.10.2015	4	261
289	16.10.2015	4	237
290	17.10.2015	2.4	352
291	18.10.2015	8.5	229
292	19.10.2015	8.7	234
293	20.10.2015	8.9	221
294	21.10.2015	5.2	80
295	22.10.2015	6.4	343
296	23.10.2015	7.2	279
297	24.10.2015	8.7	251
298	25.10.2015	7.9	229
299	26.10.2015	3.9	290
300	27.10.2015	5.6	150
301	28.10.2015	5	166
302	29.10.2015	5	226
303	30.10.2015	8.1	211
304	31.10.2015	8.6	259
305	01.11.2015	4	265
306	02.11.2015	6.6	239
307	03.11.2015	11	203
308	04.11.2015	10	195
309	05.11.2015	6.4	172
310	06.11.2015	6.4	222
311	07.11.2015	6.7	289
312	08.11.2015	8	264
313	09.11.2015	6.6	262
314	10.11.2015	1.4	295
315	11.11.2015	2.1	106
316	12.11.2015	4.5	118
317	13.11.2015	5.9	102
318	14.11.2015	6.1	102
319	15.11.2015	4.1	104
320	16.11.2015	4.6	116
321	17.11.2015	4.7	108
322	18.11.2015	4.4	103
323	19.11.2015	7.1	109
324	20.11.2015	5.9	83
325	21.11.2015	0.9	79
326	22.11.2015	2.5	111
327	23.11.2015	9	225
328	24.11.2015	14	247
329	25.11.2015	6.6	252
330	26.11.2015	4.5	218
331	27.11.2015	4.5	212
332	28.11.2015	10	220
333	29.11.2015	9	261
334	30.11.2015	3	229
335	01.12.2015	2.2	264
336	02.12.2015	4.4	134
337	03.12.2015	4.2	138
338	04.12.2015	4	171
339	05.12.2015	7.6	254
340	06.12.2015	7.2	240
341	07.12.2015	8.6	210
342	08.12.2015	15.5	217
343	09.12.2015	12.2	235
344	10.12.2015	7.6	255
345	11.12.2015	9.9	228
346	12.12.2015	9.6	236
347	13.12.2015	6.5	217
348	14.12.2015	6.7	197
349	15.12.2015	4.1	225
350	16.12.2015	4.1	143
351	17.12.2015	12.1	221
352	18.12.2015	7.6	180
353	19.12.2015	5.2	271
354	20.12.2015	6	259
355	21.12.2015	3	256
356	22.12.2015	8.4	181
357	23.12.2015	8.7	211
358	24.12.2015	8.9	239
359	25.12.2015	8	198
360	26.12.2015	11.6	210
361	27.12.2015	8.5	229
362	28.12.2015	5.4	167
363	29.12.2015	10	244
364	30.12.2015	2.9	319
365	31.12.2015	1.4	285
			
