	date	ws	wd
73	14.03.2014	11.7	218
74	15.03.2014	11.2	226
75	16.03.2014	9.4	229
76	17.03.2014	3.6	160
77	18.03.2014	6	159
78	19.03.2014	14	210
79	20.03.2014	16	231
80	21.03.2014	10.6	207
81	22.03.2014	3.5	230
82	23.03.2014	7.2	245
83	24.03.2014	2.7	324
84	25.03.2014	5.9	213
85	26.03.2014	9	245
86	27.03.2014	9.9	269
87	28.03.2014	5	223
88	29.03.2014	6.1	169
89	30.03.2014	9.2	212
90	31.03.2014	7.6	176
91	01.04.2014	5.9	238
92	02.04.2014	5.1	114
93	03.04.2014	7.2	207
94	04.04.2014	3.5	209
95	05.04.2014	4.1	238
96	06.04.2014	4.6	159
97	07.04.2014	9.1	220
98	08.04.2014	12	231
99	09.04.2014	9.9	215
100	10.04.2014	2.6	354
101	11.04.2014	5.2	301
102	12.04.2014	1.2	335
103	13.04.2014	3.4	241
104	14.04.2014	5.7	270
105	15.04.2014	2.6	292
106	16.04.2014	1.6	235
107	17.04.2014	2.5	255
108	18.04.2014	4.1	248
109	19.04.2014	3	289
110	20.04.2014	3.9	266
111	21.04.2014	7.2	273
112	22.04.2014	8.1	333
113	23.04.2014	7.9	238
114	24.04.2014	7.7	210
115	25.04.2014	8.6	198
116	26.04.2014	17	233
117	27.04.2014	8.6	264
118	28.04.2014	6.6	264
119	29.04.2014	4.2	259
120	30.04.2014	7.4	245
121	01.05.2014	3.5	166
122	02.05.2014	5	225
123	03.05.2014	3.5	262
124	04.05.2014	8.4	234
125	05.05.2014	3	10
126	06.05.2014	5.7	119
127	07.05.2014	6.6	153
128	08.05.2014	6.2	273
129	09.05.2014	5.4	297
130	10.05.2014	3.4	337
131	11.05.2014	2	166
132	12.05.2014	3.4	254
133	13.05.2014	6.7	285
134	14.05.2014	1.5	323
135	15.05.2014	2.1	170
136	16.05.2014	3.9	278
137	17.05.2014	5	349
138	18.05.2014	5.4	85
139	19.05.2014	6.1	58
140	20.05.2014	4.9	226
141	21.05.2014	5.2	329
142	22.05.2014	3.6	252
143	23.05.2014	3.4	251
144	24.05.2014	8	275
145	25.05.2014	5.7	267
146	26.05.2014	6.2	278
147	27.05.2014	3.4	252
148	28.05.2014	2.5	317
149	29.05.2014	5.2	354
150	30.05.2014	5.7	318
151	31.05.2014	1.7	326
152	01.06.2014	3.9	308
153	02.06.2014	2.9	203
154	03.06.2014	3.9	278
155	04.06.2014	3.5	326
156	05.06.2014	2.6	267
157	06.06.2014	4.1	284
158	07.06.2014	4.1	342
159	08.06.2014	4	300
160	09.06.2014	4.4	243
161	10.06.2014	6	226
162	11.06.2014	2.9	354
163	12.06.2014	4.4	134
164	13.06.2014	3.6	90
165	14.06.2014	3.2	147
166	15.06.2014	6.4	215
167	16.06.2014	6.7	239
168	17.06.2014	4.6	260
169	18.06.2014	2.6	251
170	19.06.2014	1.5	247
171	20.06.2014	4.2	122
172	21.06.2014	4.9	328
173	22.06.2014	3.9	349
174	23.06.2014	3.2	16
175	24.06.2014	1.6	144
176	25.06.2014	2.1	172
177	26.06.2014	3	305
178	27.06.2014	4.2	166
179	28.06.2014	3.4	357
180	29.06.2014	1.6	6
181	30.06.2014	5.4	185
182	01.07.2014	3.2	304
183	02.07.2014	5.4	260
184	03.07.2014	5	331
185	04.07.2014	3.1	328
186	05.07.2014	2	314
187	06.07.2014	1.7	329
188	07.07.2014	1.5	231
189	08.07.2014	4.2	327
190	09.07.2014	3.9	125
191	10.07.2014	4.9	124
192	11.07.2014	3.4	41
193	12.07.2014	6.6	267
194	13.07.2014	6.5	220
195	14.07.2014	7.2	240
196	15.07.2014	2.5	344
197	16.07.2014	4.5	309
198	17.07.2014	4.2	251
199	18.07.2014	3.6	338
200	19.07.2014	2.4	8
201	20.07.2014	5.4	90
202	21.07.2014	7.4	191
203	22.07.2014	7.2	212
204	23.07.2014	7.9	215
205	24.07.2014	6.2	294
206	25.07.2014	3.4	261
207	26.07.2014	2.6	281
208	27.07.2014	1.7	123
209	28.07.2014	3.7	0
210	29.07.2014	5	293
211	30.07.2014	3.9	295
212	31.07.2014	3.2	249
213	01.08.2014	3.7	154
214	02.08.2014	4.1	156
215	03.08.2014	2.4	94
216	04.08.2014	2.1	39
217	05.08.2014	1.7	53
218	06.08.2014	2.1	9
219	07.08.2014	3.6	306
220	08.08.2014	2.4	8
221	09.08.2014	1.9	320
222	10.08.2014	2.4	249
223	11.08.2014	3.4	159
224	12.08.2014	5.1	251
225	13.08.2014	5	277
226	14.08.2014	3.6	310
227	15.08.2014	5.9	311
228	16.08.2014	4.9	285
229	17.08.2014	2.6	246
230	18.08.2014	3.9	223
231	19.08.2014	4.2	247
232	20.08.2014	1.5	336
233	21.08.2014	6.7	191
234	22.08.2014	2.9	148
235	23.08.2014	1.7	94
236	24.08.2014	5.4	238
237	25.08.2014	3.9	313
238	26.08.2014	5.2	330
239	27.08.2014	1.4	140
240	28.08.2014	4.7	175
241	29.08.2014	4.1	163
242	30.08.2014	7.5	194
243	31.08.2014	3.9	280
244	01.09.2014	3.2	299
245	02.09.2014	2.5	345
246	03.09.2014	3	236
247	04.09.2014	2.1	321
248	05.09.2014	2.2	133
249	06.09.2014	4.9	234
250	07.09.2014	6.6	265
251	08.09.2014	6.6	269
252	09.09.2014	6.2	290
253	10.09.2014	4.1	300
254	11.09.2014	4.1	298
255	12.09.2014	9	267
256	13.09.2014	3.2	277
257	14.09.2014	3.7	262
258	15.09.2014	3	18
259	16.09.2014	3.9	211
260	17.09.2014	6.5	221
261	18.09.2014	7	273
262	19.09.2014	9.7	265
263	20.09.2014	7.2	255
264	21.09.2014	4	265
265	22.09.2014	0.9	235
266	23.09.2014	1.2	119
267	24.09.2014	2.9	100
268	25.09.2014	3.1	107
269	26.09.2014	4.7	74
270	27.09.2014	7.5	82
271	28.09.2014	4	57
272	29.09.2014	2.6	288
273	30.09.2014	2.5	232
274	01.10.2014	5.7	242
275	02.10.2014	9.1	180
276	03.10.2014	5.4	202
277	04.10.2014	7.2	231
278	05.10.2014	9.2	245
279	06.10.2014	6.5	265
280	07.10.2014	4.1	310
281	08.10.2014	4.9	302
282	09.10.2014	4.5	259
283	10.10.2014	9	236
284	11.10.2014	9.9	236
285	12.10.2014	3.4	311
286	13.10.2014	4.1	248
287	14.10.2014	8.7	239
288	15.10.2014	4.2	270
289	16.10.2014	5.4	277
290	17.10.2014	5.1	87
291	18.10.2014	5.2	128
292	19.10.2014	5.6	172
293	20.10.2014	6.4	253
294	21.10.2014	9.6	248
295	22.10.2014	7.4	197
296	23.10.2014	5.4	197
297	24.10.2014	6.7	244
298	25.10.2014	7.4	250
299	26.10.2014	5.6	263
300	27.10.2014	6.9	272
301	28.10.2014	9	229
302	29.10.2014	12	240
303	30.10.2014	6.9	246
304	31.10.2014	7	222
305	01.11.2014	5.7	237
306	02.11.2014	1.4	214
307	03.11.2014	3.4	80
308	04.11.2014	4.4	102
309	05.11.2014	3	253
310	06.11.2014	3.5	267
311	07.11.2014	7.9	255
312	08.11.2014	3.7	310
313	09.11.2014	2.5	332
314	10.11.2014	6.6	167
315	11.11.2014	6.6	217
316	12.11.2014	3.9	286
317	13.11.2014	5.5	230
318	14.11.2014	6.1	241
319	15.11.2014	5.7	275
320	16.11.2014	2	234
321	17.11.2014	3.7	38
322	18.11.2014	5.5	283
323	19.11.2014	9.2	254
324	20.11.2014	9.2	244
325	21.11.2014	8.6	261
326	22.11.2014	6.6	244
327	23.11.2014	8.7	266
328	24.11.2014	6.1	291
329	25.11.2014	12	252
330	26.11.2014	10	252
331	27.11.2014	7.2	303
332	28.11.2014	3	284
333	29.11.2014	3.7	171
334	30.11.2014	3.7	230
335	01.12.2014	6.2	223
336	02.12.2014	3.1	211
337	03.12.2014	5	127
338	04.12.2014	8	233
339	05.12.2014	9.5	200
340	06.12.2014	5	253
341	07.12.2014	6.1	275
342	08.12.2014	9.9	238
343	09.12.2014	8.1	260
344	10.12.2014	7.5	258
345	11.12.2014	8.6	239
346	12.12.2014	6.4	287
347	13.12.2014	2.1	194
348	14.12.2014	3.1	153
349	15.12.2014	5.9	195
350	16.12.2014	3.7	266
351	17.12.2014	0.5	99
352	18.12.2014	0.6	258
353	19.12.2014	1	283
354	20.12.2014	2	250
355	21.12.2014	4.1	169
356	22.12.2014	3.6	174
357	23.12.2014	7.2	179
358	24.12.2014	6.7	181
359	25.12.2014	6.1	211
360	26.12.2014	11.4	226
361	27.12.2014	10.5	250
362	28.12.2014	8.9	259
363	29.12.2014	4.4	171
364	30.12.2014	6.4	218
365	31.12.2014	5.6	178
			
