year	month	Almaty	Andizhan	Ashbagat	Bairam.ali	Baityk	Chardzhou	Charvak	Dzhizak	Fergana	Kattakurgan	Leninabad	Namangan	Naryn	Osh	Panfilov	Przhevalsk	Rybache	Samarkand	Serahs	Tashkent	Termez
1920	7	53	16.1	0.7	0	132	0.4	7	2.6	6	0	0	11	83	27	17	82	39	0	0	0	0.9
1920	8	30	5.8	0.7	0	24	0.4	7	2.6	0	0	1.7	3.3	38	12.2	24	75	23	0	0	0	0.8
1920	9	50	22	4.1	0	42	3.2	82	27.7	15	4	12.9	17	24	31.9	18	78	17	14.2	0	34	7
1920	10	95	20.3	18	8	51	10.1	159	73.8	4	23	24	18.7	20.9	28.1	41	14	0	24	12.3	53	14.3
1920	11	97	41.6	29.4	14	41	16.6	143	130.4	32.1	30	43	35	28.6	56.9	70	55	0	50	20.6	80	24.1
1920	12	23	25.9	15.3	9	8	8.4	50	40.8	26	20	13	19.2	16.1	36.5	17	24	5.6	25	11.6	37	11
1921	1	45	14.3	12.8	5	17	7.9	114	42.2	5	24	9	13.1	12.2	19.6	28	22	0	27	8.4	48	10.7
1921	2	65	33.5	23.4	15	27	12.5	127	48.8	30	30	8	26.2	18	46.1	26	27	0	37	18.4	77	15.4
1921	3	69	31.8	50.5	46	31	25.3	86	60.6	24.9	51	34	26.7	16.6	43.6	11	19	0	83	47.5	70	26.2
1921	4	138	67.6	43.8	16	123	26.7	246	144.7	46	77	80	51	44.8	95.1	24	63	0	104	28	88	39.6
1921	5	100	33.8	10.6	1	127	5.4	88	14.5	24	8	20	29	44.5	48.6	13	88	12	14	5.1	40	9.7
1921	6	62	28.3	7.4	4	172	5.6	93	13.2	21	7	28	9	87	44.3	31	50	13	27	0	39	9.7
1921	7	63	3.6	3	0	59	0.4	4	0	0	3	0	0	19	6.9	53	37	14	1	0	1	0.4
1921	8	59	7.7	10	0	64	0.6	12	5.3	1	0	2	10	14	11.3	11	68	3	0	0	1	1
1921	9	26	4.2	0.6	0	15	0.4	15	4	2	0	0	5	0	5.7	7	42	0	0	0	8	0.8
1921	10	95	9.8	0	2	40	4.6	76	34.3	0	6	28	1	13	15.3	23	64	10	16	4	35	8
1921	11	36	20.9	21	17	24	11	103	77.7	22	13	8	10	7	29.7	21	17	0	29	18.7	39	13.2
1921	12	38	43.3	27	13	17	12.8	104	79.1	48	25	24.5	29	10	60.5	32	18	7.7	33	18.3	50	17.6
1922	1	15	26.8	49.6	52	8	23.1	86	77.7	26	45	18.8	18	10.6	37.3	1	29	0	43	50.2	32	20.5
1922	2	41	34	65	22	38	17.9	107	54	41	55	21.5	14	44	49.6	6	19	0	39	30.7	44	19.9
1922	3	48	42.3	25	30	36	17.4	60	81.7	27	31	22.5	54	18	56.3	10	2	1	45	30.1	35	19.9
1922	4	76	25.3	25	24	59	21.5	98	73.8	13	88	22.9	20.8	19	34.1	6	27	10	65	27.8	54	24.8
1922	5	83	42.5	16	6	100	15.4	105	72.5	17	51	25.6	52	40.3	58.3	1	62	13	80	13.7	42	23
1922	6	43	11.3	8	0	46	1.5	3	1.3	4	2	4.2	10	75	18	17	43	6	15	0	6	2.6
1922	7	78	17.4	0	0	113	0.6	16	0	5	0	5.3	20	60	26.1	21	82	7	1	0	2	1.5
1922	8	34	2.7	0	0	41	0.1	0	0	0	0	0.5	1.5	11.8	4.7	1	38	2	0	0	0	0.3
1922	9	0	0.3	0	0	3	0	1	0	0	0	0	0	2.7	0.6	0	26	0	0	0	0	0
1922	10	50	15.2	3	1	59	3.2	74	19.8	13	8	9.5	8	16.1	22.6	4	38	0	4	3	25	5.2
1922	11	18	18.6	7	9	23	5.8	41	21.1	26	14	9.2	8	6	26.7	0	1	0	11	9.4	13	7
1922	12	28	10.5	30	28	12	10.8	50	27.7	7	12	8.4	7	13.2	15.2	4	34	5.4	12	25.9	23	8.4
1923	1	9	12.7	26	49	7	17.7	18	39.5	10	22	8.7	12	4.6	17.2	5	3	0	36	40.9	12	13.5
1923	2	38	47	43	61	18	31	89	123.9	37	50	31.6	44	19.1	64.3	20	33	0	91	57.3	72	32.3
1923	3	129	51.6	99	51	54	37.2	253	156.8	30	75	46.3	42	18	71.4	25	25	6	120	62.2	145	42.9
1923	4	102	24.2	25	44	65	30.4	126	81.7	12	107	26.3	14	35	35.4	19	31	2	109	43.8	68	33
1923	5	99	38.7	10	5	79	5.5	64	23.7	20	1	16.8	43	89	55.4	5	40	23	16	7.8	36	8.8
1923	6	41	26.3	35	3	63	4.1	19	29	13	1	10.6	35	35.4	37.3	8	61	19	10	0	13	6.1
1923	7	75	5.2	0	0	56	0.1	0	0	3	0	1.9	0	39.4	11.5	16	118	21	0	0	5	0.3
1923	8	4	1.3	0	0	11	0	0	0	0	0	0.4	0	6	2.6	2	36	12	0	0	0	0
1923	9	50	4.1	0	0	40	0	0	0	3	0	0.9	0	19	7.4	9	63	9	0	0	0	0.2
1923	10	70	16.3	7	9	61	3	170	48.8	5	34	17.1	9	15	23.4	23	40	1	30	10.7	46	12.4
1923	11	55	15.5	25	1	30	7	63	34.3	10	7	11.2	12	22	22.1	32	9	0	22	7.3	32	8
1923	12	18	18.4	6	13	10	2	19	36.9	23	46	11.3	9	4	25.4	2	2	2.9	23	12.3	24	11
1924	1	26	17.2	41	48	18	41	94	36.9	15	56	17	8	17	24.6	11	11	0	23	46.6	56	21.2
1924	2	41	16.6	52	26	26	51	123	43.5	7	79	20.8	11	10	23.3	8	10	1	56	44	67	26.7
1924	3	52	50.6	89	28	52	12	76	67.2	44	41	27.1	45	88	71.4	13	71	0	57	41	55	22.5
1924	4	131	26.5	40	58	117	39	135	110.7	8	71	28.5	17	36	39.3	8	26	10	112	45	71	35.3
1924	5	93	32.5	17	1	113	5	120	27.7	8	21.8	18.2	42	37	44.6	9	31	9	23	4	41	10.1
1924	6	47	12.3	12	0	65	3	30	26.4	6	5	6.3	5	86	20.7	11	43	10	8	0	7	3.6
1924	7	31	4.8	0	0	40	0	11	0	1	0	2	0	46	9	3	69	11	0	0	9	0.4
1924	8	10	5	1	0	14	0	0	0	2	0	0.8	3	10	8.4	3	26	30	0	0	0	0.2
1924	9	42	9	0	0	26	0	12	1.3	9	0	2.8	5	21	13.7	6	46	7	0	0	2	0.9
1924	10	54	19.7	13	0	32	0	68	17.1	13	8	11.1	21	3	26.7	18	20	0	10	2	32	5.3
1924	11	37	25	5	14	16	3	60	58	25	18	15.6	19	9	34.7	22	16	0	30	5	33	11.6
1924	12	22	50	36	30	28	25	128	142.3	21	91	37.5	67	21	65.6	7	36	0	84	21	91	34
1925	1	27	10.6	26	12	14	5	38	63.2	5	21	12.5	8	6	15	10	32	0	59	8	34	13.2
1925	2	2	0.8	10	1	1	0	0	10.5	1	0	0.8	0	3	1.3	0	7	0	1	6	0	0.9
1925	3	82	16.7	11	7	36	7	103	71.2	10	37	17.3	8	17	24.4	13	55	2	35	20	53	14.5
1925	4	83	60.9	16	32	104	60	192	89.6	56	69	38.6	45	27	85.4	22	39	10	55	19	88	33.5
1925	5	72	20	19	0	55	0	14	10.5	11	4	5.7	14	67	26.6	7	44	4	0	0	3	2.1
1925	6	32	0	0	0	66	0	7	0	1	0	1.1	2	31	6.6	1	25	13	0	0	1	0.2
1925	7	18	9	21	0	24	0	5	1.3	3	0	2.5	11	24	13.1	1	38	14	0	0	1	0.7
1925	8	7	0	1	0	18	0	0	0	0	0	0.3	2	9	2.3	6	39	6	0	0	0	0.1
1925	9	0	0	3	0	1	0	0	0	0	0	0	0	2	0.3	1	7	2	0	0	0	0
1925	10	35	12	42	27	21	19	52	48.8	12	55	12.5	6	9	19	4	19	13	44	29.7	22	16.9
1925	11	56	4	19	4	30	11	72	25	8	7	9	8.2	3	12.7	11	33	0	11	4	26	6.4
1925	12	51	16	1	0	12	0	35	32.9	6	9	7.6	8.9	16	17.4	17	12	0	10	0	19	4.6
1926	1	26	16	33	29	17	34	113	72.5	8	44	21.2	15.7	2	23.5	7	27	0	61	15	66	22.7
1926	2	51	9	44	61	26	49	106	46.1	2	53	17.7	21	9	19.2	23	12	0	57	58	50	27.3
1926	3	42	5	47.9	44	31	24	63	46.1	3	75	13.7	4	5	10.4	1	4	0	68	41	35	23.4
1926	4	73	13	32	22	85	24	87	69.8	4	45	16.7	15	30	23.8	22	41	8	41	23	45	18.5
1926	5	48	11	5	2	81	3	28	18.4	9	6	6.2	7	74	20.9	9	128	7	7	16	11	4.4
1926	6	46	22	22	3	75	3	116	51.4	7	20	19.4	32	53	14	26	28	28	46	0	66	12.9
1926	7	83	14	0	0	61	0	82	15.8	23	5	11.9	7	39	32	40	43	29	9	0	34	5
1926	8	14	3	0	0	11	0	1	0	2	0	0.7	2	16	4	18	37	19	0	0	0	0
1926	9	20	6	2	0	27	0	18	2.6	4	0	2.6	9	19	6	15	38	13	0	0	1	0
1926	10	36	1	0	1	29	0	3	1.3	0	2	1.1	4	1	2	6	23	0	3	0	3	0
1926	11	56	22	6	13	23	17	86	81.7	6	37	19.1	22	7	28.5	19	29	0	30	8	72	3
1926	12	23	6	3	3	15	11	131	25	7	25	14	6	7	15	3	2	0	18	12	60	16
1927	1	29	22	13	9	14	9	78	35.6	6	27	14.1	17	5	10	12	27	0	42	10	47	11
1927	2	18	2	34	28	11	16	21	43.5	1	23	3	0	6	15	9	18	0	40	28	14	12
1927	3	45	9	20	7	32	11	81	68.5	9	34	4	10	9	34	8	11	0	22	3	48	40
1927	4	18	3	84	16	44	13	40	13.2	13	43	1	2	25	37	0	30	29	37	6	18	27
1927	5	81	6	25	1	122	0	40	7.9	5	9	15	19	62	29	24	91	29	26	2	29	3
1927	6	3	0	1	0	14	0	0	1.3	0	0	1	0	39	2	23	13	12	0	0	0	0
1927	7	8	2	0	0	15	0	0	0	1	0	1	6	12	1	5	39	13	0	0	0	0
1927	8	32	1	0	0	18	0	0	0	0	0	0	0	13	4	22	44	13	0	0	1	0
1927	9	37	1	14	0	40	0	6	1.3	3	0	2	4	31	6	25	110	18	0	0	1	0
1927	10	66	1	0	1	8	0	13	4	2	0	0	8	14	1	23	25	3	0	0	1	0
1927	11	80	24	24	9	36	2	95	54	10	7	17	19	22	30.6	55	55	0	28	4	43	11
1927	12	37	50	40	45	37	34	145	64.6	19	94	22	42	16	57.1	36	57	0	60	48	78	31
1928	1	37	26	44	18	25	25	102	70.1	17	38	12	41	9	27	17	25	0	58	32	77	26
1928	2	20	28	38	20	11	29	95	64.6	27	46	7	43	12	16	11	22	0	32	27	66	23
1928	3	47	60	29	4	35	23	75	117.3	37	44	9	31	20	77	33	11	4	76	20	62	16
1928	4	135	33	18	4	76	8	147	46.1	19	35	17	20	68	75	24	81	6	40	3	76	16
1928	5	140	51	49	5	108	7	73	34.3	26	40	20.8	41	27	78	27	30	37	38	4	31	2
1928	6	67	2	4	0	38	0	39	2.6	8	0	21	7	38	10	17	60	8	0	0	5	0
1928	7	64	16	18	0	55	0	31	5.3	5	0	6	18	98	22	45	122	65	1	0	2	0
1928	8	49	2	5	0	78	0	10	2.6	3	0	4	4	59	6	29	139	40	1	0	2	0
1928	9	65	4	0	0	52	0	7.1	1.3	7	0	0	0	16	8	13	68	5	0	0	0	0
1928	10	52	8	14	0	29	0	32	39.5	3	1	14	14	1	25	27	15	2	1	0	16	0
1928	11	50	25	5	0	40	2	105	59.3	31	6	41	23	18	80	31	42	0	24	8	43	3
1928	12	29	34	18	16	29	22	126	90.9	26	56	28	48	18	52	16	19	0	56	23	89	6
1929	1	26	27	20	24	9	11	105	114.6	20	22	21	25	20	23	9	17	0	34	16	38	35
1929	2	13	64	41	33	21	26	140	113.3	48	95	18	43	14	66	24	13	0	64	42	92	43
1929	3	33	59	45	20	21	26	102	80.4	56	71	12	56	30	37	6	24	1	63	8	78	15
1929	4	67	8	12	2	46	11	66	117.3	2	44	10	5	12	13	5	21	7	49	1	48	11
1929	5	118	12	7	2	121	2	85	21.1	14	8	12	8	48	53	15	84	6	2	8	47	1
1929	6	48	8	9	0	54	0	16	11.9	14	1	1	4	26	44	18	45	28	0	0	8	0
1929	7	46	0	29	0	64	0	6	1.3	0	0	7	2	38	0	28	54	6	0	0	0	0
1929	8	23	0	0	0	17	0	0	0	0	0	0	0	15	0	10	76	34	0	0	0	0
1929	9	24	18	0	0	24	0	20	10.5	0	1	13	5	23	40	55	15	3	1	0	0	0
1929	10	27	0	19	1	12	0	6	0	0	0	0	1	4	1	1	54	6	0	4	0	0
1929	11	36	9	3	3	17	3	26	32.9	11	3	1	4	8	36	4	12	0	4	0	10	3
1929	12	21	55	18	11	16	10	103	98.8	24	39	28	33	17	48	30	21	0	52	28	66	18
1930	1	10	9	5	25	5	5	30	43.5	7	19	9	13	5	7	10	26	0	21	29	20	12
1930	2	41	63	12	17	21	13	180	131.8	36	49	24	54	18	39	21	11	0	64	28	110	44
1930	3	13	1	50	25	26	32	50	26.4	1	25	2	2	3	2	6	1	0	22	34	27	15
1930	4	126	29	62	16	78	13	161	69.8	21	24	30	33	44	54	6	40	5	35	25.8	69	29
1930	5	112	10	19	43	71	27	75	85.6	11	38	4	8	28	40	6	66	19	26	11	21	11
1930	6	45	33	0	0	71	0	7	4	2	3	4	10	30	35	29	30	10	1	0	0	0
1930	7	8	0	0	0	18	0	0	0	0	0	0	0	13	0	7	46	11	0	0	0	0
1930	8	51	2	0	0	67	0	3	0	0	0	1	1	21	3	1	91	12	0	0	0	0
1930	9	8	4	5	0	8	0	11	29	4	6	6	4	30	9	12	43	11	0	0	4	0
1930	10	61	23	24	2	46	4	97	58	8	21	28	21	3	22	10	39	8.5	36	8.5	47	1
1930	11	25	7	5	1	8	6	60	17.1	6	36	13	6	9	7	7	2	0	15	0	30	2
1930	12	42	52	19	20	39	9	172	63.2	14	47	10	55	12	42	42	45	0	32	21	71	17
1931	1	32	44	47	61	22	30.5	93	88.3	27	93	6	47	25	62	18	18	1	58	38	51	38
1931	2	7	26	25	31	10	1	22	35.6	25	13	6	23	12	30	2	15	0	27	48	19	22
1931	3	34	21	43	20	18	24	101	46.1	20	41	7	13	18	29	19	5	0	55	17	56	34
1931	4	95	30	52	19	59	20	106	108	20	55	27	29	27	75	10	56	5	82	0	45	22
1931	5	126	25	48	27	112	22	104	22.4	31	29	27	31	60	39	25	82	19	60	0	36	34
1931	6	77	2	18	2	109	4	58	10.5	7	24	9	7	53	25	57	66	29	28	0	42	2
1931	7	22	16	7	0	48	0	54	10.5	24	2	3	20	48	47	12	31	42	1	0	3	0
1931	8	18	8	5	0	24	0	3	0	0	0	1	2	31	4	10	15	7	0	0	0	0
1931	9	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	15	2	0	0	0	0
1931	10	23	8	5	0	61	1	31	1.3	5	0	3	0	15	7	20	11	7	0	1	9	0
1931	11	45	42	29	11	37	19	141	105.4	20	53	14	26	8	48	12	12	1	67	35	89	39
1931	12	29	35	50	72	27	69	97	93.5	25	85	13	27	7	32	20	10	0	66	75	81	43
1932	1	29	84	50	43	18	36	81	83	72	55	37	72	17	59	14	43	0	35	47	77	53
1932	2	23	7	20	10	14	6	96	30.3	6	15	10	4	4	13	28	2	1	7	9	41	5
1932	3	20	15	53	20	25	23	44	92.2	7	64	7	22	10	25	14	4	0	71	58	53	29
1932	4	83	9	11	6	97	20	151	44.8	8	35	23	11	31	31	5	54	4	35	23	59	5
1932	5	101	12	5	3	125	27	78	43.5	13	17	26	21	41	37	43	39	23	27	6	46	5
1932	6	37	6	0	0	52	0	15	1.3	13	0	3	5	33	23	9	43	33	1	0	0	0
1932	7	27	14	24	0	51	0	3	0	0	0	2	0	44	10	33	78	48	0	0	1	0
1932	8	3	0	0	0	59	0	1	1.3	4	0	1	4	37	6	6	78	23	0	0	2	0
1932	9	27	0	0	0	27	0	0	1.3	0	0	0	1	12	6	1	28	15	0	0	0	0
1932	10	92	21	16	1	46	6	47	35.6	6	16	11	21	21	16	15	28	2	23	2	27	2
1932	11	59	59	31	16	40	13	146	98.8	24	46	23	60	7	43	10	20	0	66	9	70	0
1932	12	19	25	18	11	16	16	56	47.4	29	31	15	33	9	30	16	18	0	22	14	30	22
1933	1	14	27	29	31	4	34	37	48.8	21	53	5	15	6	20	6	10	1	35	26	37	25
1933	2	29	7	29	15	21	14	102	75.1	10	54	2	5	21	30	14	17	0	47	19	63	21
1933	3	38	56	64	63	49	36.3	160	100.1	21	107	9	42	23	60	13	8	1	78	27	123	68
1933	4	43	16	31	26	41	13	80	51.4	12	55	5	8	13	42	5	21	4	88	30	40	21
1933	5	50	5	48	18	110	5	67	35.6	3	16	4	2	45	27	14	21	7	21	2	49	11
1933	6	76	9	2	0	94	1	46	6.6	12	0	1	7	60	36	39	32	39	2	0	23	2.2
1933	7	28	1	0	0	24	0	0	0	2	0	0	1	36	16	50	24	21	0	0	0	0
1933	8	6	0	0	0	2	0	0	0	0	0	0	0	11	0	19	34	11	0	0	0	0
1933	9	13	0	0	0	61	0	0	0	0	0	0	0	8	0	6	13	8	0	0	0	0
1933	10	29	9	5	2	42	0	3	2.6	4	0	1	3	34	16	10	54	5	0	1	4	0
1933	11	28	23	25	17	23	30	116	71.2	23	52	15	12	11	51	13	19	0	44	27	44	7
1933	12	47	100	55	22	21	34	275	133.1	74	75	49	20	20	109	37	43	0	88	21	164	52
1934	1	8	17	21	9	7	5	20	29	14	16	8	16	8	15	12	5	0	22	17	31	28
1934	2	70	101	20	10	39	2	140	108	47.6	39	5	54	23	127	23	29	6	64	17	66	56
1934	3	75	40	36	18	73	19	101	68.5	18	62	29	40	12	37	9	26	2	86	12	66	23
1934	4	134	56	106	24	91	54	252	209.5	26	96	39	49	35	97	26	54	9	143	54	122	41
1934	5	131	15	15	15	116	8	61	76.4	7	59	14	9	101	54	29	63	18	53	15	43	17.6
1934	6	61	10	11	1	106	0	28	1.3	16	18	7	13	39	23	42	65	21	2	0	5	2
1934	7	81	14	3	0	132	0	12	13.2	6	0	2	3	39	15	21	75	32	0	0	0	0
1934	8	46	2	0	0	35	0	19	0	2	2	0	2	42	4	20	48	31	0	0	8	0
1934	9	68	5	0	0	79	0	35	4	5	2	14	19	14	25	29	80	12	2	0	17	0
1934	10	41	10	1	0	38	1.3	20	11.9	5	6	3	3	6	19	19	32	0	7	0	2	1
1934	11	10	7	12	5	30	3.8	44	9.2	6	13	5	2	15	10	15	30	0	8	3	26	1
1934	12	49	25	38	9	35	13	117	109.4	11	43	27	22	10	35	27	24	0	47	20.6	72	44
1935	1	9	55	14	19	7	19	22	89.6	30	51	19	50	7	39	8	13	5.3	44	7	46	38
1935	2	13	16	40	8	15	18	146	52.7	13	26	8	15	7	20	6	6	3.9	18	9	22	34
1935	3	93	61	37	39	91	19	105	101.5	33	54	50	67	30	64	19	32	2	57	52	99	8
1935	4	53	13	9	3	42	8	267	32.9	10	6	18	14	15	45	17	21	6	7	4	11	11
1935	5	42	4	5	1	51	1	64	4	7	16	10	11	48	22	20	70	7	17	0	13	4
1935	6	73	47	16	1	80	2	31	50.1	39	16	49	26	38	74	32	89	35	8	0	20	1
1935	7	51	0	1	0	43	0	14	0	1	0	0	2	21	0	45	68	52	0	0	3	0
1935	8	4	0	0	0	2	0	21	0	0	0	0	0	1	1	8	11	1	0	0	0	0
1935	9	47	1	1	0	53	0	41	1.3	1	0	0	0	25	3	12	82	23	1	0	0	0
1935	10	52	18	4	18	41	3	22	22.4	14	17	18	21	13	25	18	47	8	14	9	27	0
1935	11	59	79	31	21	66	19	47	115.9	43.6	62	56	54	38	88.3	9	38	0	75	28	68	78
1935	12	64	36	2	0	34	0	130	22.4	31	5	19	14	28	69	4	39	0	15	6	12	4
1936	1	11	2	4.4	4	10	1	86	1.3	5	11	1	2	1	10	5	6	0	10	2	8	2
1936	2	38	16	19.5	2	28	19	38	47.4	15	47	9	14	19	30	4	28	0	32	17	50	21
1936	3	48	24	36	18	26	11	151	39.5	18	46	19	41	10	35	1	17	1	46	40	74	42
1936	4	92	29	59.8	66	129	29	54	73.8	21	45	60	22	35	113	13	55	8	43	41	74	37
1936	5	57	31	12.1	3	94	11	12	51.4	9	23	29	23	64	46	44	90	15	42	6	28	7
1936	6	20	1	1	1	41	0	74	0	8	0	0	1	67	7	27	101	14	0	0	3	0
1936	7	51	16	0.6	0	83	0	9	1.3	20	0	6	7	26	23	19	94	22	0	0	16	0
1936	8	44	28	0.7	0	54	0	0	0	0	0	12	44	24	36	6	35	16	0	0	11	0
1936	9	29	6	0	0	19	0	1	0	0	0	0	5	7	6	18	54	8	0	0	0	0
1936	10	37	13	4.4	0	28	0	51	14.5	12	4	36	12	9	20	12	44	2	10	4	4	1
1936	11	42	3	6.9	1	1	13	107	5.3	1	11	5	1	1	4	15	4	0	10	3	3	0
1936	12	11	30	23.6	9	10	5	47	79.1	31	18	24	20	6	43	2	15	0	35	25	80	38
1937	1	64	38	31.9	31	17	3	18	38.2	8	34	18	37	22	33	34	19	0	35	34	41	17
1937	2	20	14	33.6	3	12	33	59	10.5	10	15	0	9	7	14	16	17	0	26	47	35	37
1937	3	30	31	30.1	17	39	18	118	64.6	20	23	19	14	13	42	16	22	0	52	25	39	38
1937	4	93	49	43.2	35	113	16	127	68.5	56	44	32	31	49	93	10	65	5	46	39	64	34
1937	5	173	48	29.7	18	159	29	47	83	30	35	35	30	114	79	31	109	14	57	19	52	5
1937	6	29	13	0	0	75	0	3	0	10	0	1	6	58	17	34	30	28	0	0	14	0
1937	7	51	10	1	0	36	0	34	0	6	0	4	9	17	26	30	63	26	0	0	5	0
1937	8	25	0	0	0	28	0	22	0	0	0	0	0	25	2	6	85	38	0	0	0	0
1937	9	21	1	10	0	8	0	0	0	0	3	0	0	21	1	5	73	3	0	0	1	0
1937	10	28	24	4	3	26	0	15	43.5	17	4	11	19	8	36	17	73	4	20	4.9	32	14
1937	11	50	23	5	0	36	0	14	15.8	26	5	11	6	11	65	8	50	0	6	1.8	26	2
1937	12	19	5	12	8	19	8	54	34.3	4	30	13	8	8	11	6	12	0	28	11.3	43	14
1938	1	39	35	36	40	26	9	65	75.1	29	44	27	33	14	31	20	16	3	43	37	21	47
1938	2	33	22	8	18	17	29	24	126.5	39	48	71	33	7	69	5	7	0	100	27.4	63	50
1938	3	54	34	43	34	38	27	42	102.8	29	100	24	16	23	86	6	22	3	60	40.8	50	62
1938	4	30	4	18	26	31	52	114	15.8	5	75	9	6	4	13	3	12	2	53	31.8	21	9
1938	5	73	16	22	1	75	0	103	14.5	9	5	11	16	41	8	13	72	19	9	4.8	22	0
1938	6	66	3	0	0	65	0	14	1.3	1	0	9	2	38	18	9	82	17	0	0	1	0
1938	7	22	2	1	0	32	0	7	1.3	2	2	3	1	15	10	37	67	29	15	0	0	0
1938	8	13	0	0	0	17	0	1	0	0	0	0	0	23	1	19	49	17	0	0	0	0
1938	9	8	0	3	0	3	0	5	0	0	0	0	0	9	1	0	35	15	0	0	0	0
1938	10	39	0	0	0	44	0	60	1.3	0	2	0	1	8.5	0	1	20	0	0	0.4	10	0
1938	11	51	11	25	7	27	10	76	38.2	9	12	5	15	1	25	11	9	1	31	11.9	30	9
1938	12	40	12	16	8	15	10	34	51.4	27	35	13	14	7	46	30	16	0	15	12.8	43	24
1939	1	30	26	21	35	28	31	64	77.7	19	74	24	34	13	30	14	12	0	70	26	67	39
1939	2	30	19	29	4	32	20	145	75.1	18	60	4	13	10	22	1	9	0	49	24	36	34
1939	3	45	16	47	44	42	20	62	38.2	11	61	15	20	20	28	4	14	0	65	55	38	45
1939	4	133	9	50	40	70	36	37	50.1	4	48	14	3	31	33	11	11	7	38	60	60	25
1939	5	94	16	24	16	129	8	21	13.2	4	20	18	4	24	23	6	39	13	19	11	13	5
1939	6	4	2	1	0	31	0	2	0	1	1	13	18	31	9	21	50	31	4	0	0	0
1939	7	40	10	21	0	41	0	4	5.3	8	0	0	15	41	16	9	69	28	3	0	1	0
1939	8	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0
1939	9	30	0	0	0	15	0	0	0	0	0	0	0	9	0	3	41	4	0	0	0	0
1939	10	50	21	11	6	45	0	27	25	36	6	12	14	4	47	5	49	1	17	5	28	2
1939	11	97	24	15	16	68	10	60	27.7	19	28	23	17	12	33	1	42	0	33	2	51	4
1939	12	28	8	19	41	11	30	111	18.4	7	45	8	6	2	7	15	15	0	23	18	54	10
1940	1	50	21	26	36	23	36	92	75.1	7	60	3	24	8	19	14	1	0	52	29	49	20
1940	2	26	11	20	14	23	31	79	34.3	16	48	14	26	15	28	11	6	0	62	10	53	5
1940	3	81	44	33	20	49	16	77	73.4	28	39	19	24	14	59	21	6	5	58	25	52	60
1940	4	54	3	10	20	56	4	46	0	5	11	6	5	16	13	5	24	8	6	6	19	12
1940	5	134	23	46	7	145	12	35	34.3	19	55	24	9	65	85	13	94	8	35	9	57	1
1940	6	7	9	2	0	45	0	0	0	6	0	8	12	98	18	4	62	32	1	0	1	0
1940	7	37	12	0	0	72	0	4	0	6	0	0	33	70	19	10	72	65	0	0	9	0
1940	8	26	0	0	0	59	0	0	0	0	0	0	0	19	0	21	103	27	0	0	0	0
1940	9	45	0	0	0	52	0	2	0	2	0	0	2	13	8	7	71	12	0	0	5	0.2
1940	10	132	42	4	17	88	3	43	90.9	29	21	41	34	53	62	26	95	4	82	6	68	6
1940	11	61	12	5	3	25	0	91	10.5	5	3	6	7	8	10	1	12	0	3	4.1	11	12
1940	12	37	16	19	22	13	17	118	35.6	8	27	4	11	5	27	2	7	1	36	17	57	26
1941	1	32	37	14	15	35	7	104	73.8	35	53	20	30	4	48	7	10	0	40	11	107	44
1941	2	47	38	10	63	44	31	165	55.3	27	45	42	28	17	53	11	11	0	54	42	89	27
1941	3	131	44	55	38	75	27	61	109.4	26	70	46	35	29	55	13	12	0	91	44	88	35
1941	4	79	28	47	37.6	104	13	62	69.8	18	55	39	11	48	53	20	55	29	68	65	91	48
1941	5	68	19	32	5	89	1	165	27.7	8	6	10	8	34	34	23	33	18	17	0	24	7
1941	6	33	5	0	0	41	0	3	0	5	0	2	8	53	9	13	41	21	1	0	3	0
1941	7	37	0	0	0	53	0	17	0	0	0	0	0	32	2	42	48	21	0	0	0	0
1941	8	35	2	0	0	38	0	0	0	3	0	0	3	22	6	7	56	21	0	0	0	0
1941	9	24	2	1	0	29	0	8	1.3	0	0	0	1	6	0	17	32	61	2	0	0	0
1941	10	11	4	0	6	12	0	143	5.3	2	0	1	12	10	7	1	26	1	4	0	8	0
1941	11	123	49	31	6	65	3	25	80.4	28	7	14	62	24	55	28	53	1	22	1	36	1
1941	12	62	34	53	20	37	16	126	63.2	22	60	26	33	8	39	27	10	3	54	29	72	40
1942	1	18	39	8	10	35	13	166	63.2	44	74	24	36	8	57	2	3	3	70	26	58	52
1942	2	12	36	5	6	14	1	148	36.9	28	18	21	31	18	45	2	14	0	11	11	21	26
1942	3	135	85	18	27	97	23	143	134.4	41	108	56	64	37	94	15	54	9	93	53	141	12
1942	4	169	24	30	38	91	12	133	69.8	13	51	31	24	15	47	19	51	3	35	17	62	30
1942	5	148	6	12	5	78	7	53	26.4	13	33.3	15	23	37.3	54	38	89	7	55	19	60	2
1942	6	119	19	15	0	139	0	3	11.9	5	10	32	2	46	46	43	56	7	12	0	7	6
1942	7	14	1	0	0	19	0	0	0	0	0	0	1	69	1	1	71	22	0	0	0	0
1942	8	53	0	0	0	39	0	4	0	0	0	0	0	11	0	11	31	36	0	0	0	0
1942	9	13	0	0	0	16	0	3	0	0	0	0	0	16	0	9	30	1	0	0	0	0
1942	10	35	17	14	10	38	0	4	15.8	19	11.6	11	5	10	28	22	8	0	15	11	4	5
1942	11	57	87	20	17	58	19	86	84.3	45.6	44	55	38	29	131	9	22	1	47	18	58	11
