year	month	Almaty	Andizhan	Ashbagat	Bairam.ali	Baityk	Chardzhou	Charvak	Dzhizak	Fergana	Kattakurgan	Leninabad	Namangan	Naryn	Osh	Panfilov	Przhevalsk	Rybache	Samarkand	Serahs	Tashkent	Termez
1966	6	42	1	0	0	75	0	24	0	1	1	0	2	37	4	32	43	28.3	0	0	0	0
1966	7	66	0	0	0	109	0	3	0	0	1	0	1	44	0	22	40	30.3	7	0	1	0
1966	8	13	9	0	0	60	0	8	25	1	3	8	8	67	5	4	39	40	3	0	3	0
1966	9	16	0	1	0	43	0	8	10.5	0	1	1	0	15	6	3	58	6.8	1	0	13	0
1966	10	75	22	0	0	61	1	164	29	12	25	25	26	16	44	9	25	7.8	37	0	45	2
1966	11	62	0	0	1	44	0	180	15.8	2	6	6	0	9	18	16	21	0	3	0	16	1
1966	12	82	14	6	2	54	5	11	26.4	10	15	12	16	19	21	19	48	0	8	3	39	10
1967	1	35	11	11	24	10	28	125	42.2	6	24	2	12	8	18	7	7	0	40	14	28	7
1967	2	39	28	21	31	45	16	65	90.9	11	21	16	14	13	51	8	11	0	41	41	59	50
1967	3	30	24	60	20	40	54	179	58	6	82	12	12	7	31	0	10	0	58	12	42	19
1967	4	36	33	65	48	45	52	37	60.6	26	114	29	15	9	52	10	21	5.9	69	73	94	16
1967	5	66	31	6	9	106	2	53	29	19	47	30	23	38	97	9	33	7.8	14	19	14	5
1967	6	114	21	5	1	81	1	4	10.5	6	10	9	8	75	24	12	67	8.8	12	0	9	0
1967	7	22	24	0	0	63	0	11	5.3	27	3	6	16	40	26	31	52	9.8	1	0	4	0
1967	8	66	0	0	0	47	0	5	0	0	0	0	0	27	1	15	119	21.5	0	0	0	0
1967	9	18	8	0	0	18	0	18	10.5	6	6	4	3	35	11	7	37	11.7	11	0	3	0
1967	10	45	38	35	29	54	3	101	36.9	21	30	34	17	17	53	13	48	2	31	41	64	9
1967	11	9	9	11	6	17	11	35	68.5	8	64	15	17	17	25	2	22	0	78	16	31	12
1967	12	7	21	7	3	11	6	152	15.8	13	29	15	23	2	21	1	1	1	25	9	61	11
1968	1	31	11	11	9	24	15	60	46.1	5	31	7	6	4	20	4	10	1	30	13	22	11
1968	2	5	18	17	7	7	11	97	27.7	11	21	6	11	2	15	0	6	1	47	21	14	5
1968	3	82	33	49	66	58	33	37	151.5	9	90	28	32	13	68	10	25	2	87.5	80	56.5	24
1968	4	129	28	66	11	76	19	146	76.4	22	53	29	21	41	46	11	81	14.6	58.4	17	73	45
1968	5	31	17	1	0	86	0	89	44.8	8	26	2	12	52	27	3	12	59.6	16	2	17	3
1968	6	16	14	5	0	72	0	26	25	16	2	25	18	79	21	6	51	35.2	1	0	15	0
1968	7	32	1	2	0	45	0	30	6.6	0	1	0	1	21	5	4	22	13.7	1	0	7	0
1968	8	29	14	0	0	18	0	0	0	0	2	0	0	16	0	3	58	8.8	0	0	0	0
1968	9	17	2	0	0	4	0	27	0	2	0	0	0	3	3	1	31	3.9	0	0	0	0
1968	10	30	10	3	21	14	0	137	43.5	28	5	4	1	2	21	5	7	0	14	8	28	2
1968	11	84	13	23	53	51	24	54	29	7	22	3	18	15	18	22	19	1	24	37	60	3
1968	12	23	65	46	25	16	32	156	139.7	36	58	64	38	13	82	17	8	0	59	41	99	33.3
1969	1	58	111	62	41.7	46	23	70	185.8	73	111	31	87	46	121	74	43	0	99	56	114	34
1969	2	17	31	14	21	18	11	22	77.7	40	30	10	28	20	65	15	22	0	35	27	41	13
1969	3	131	117	81	76	53	59	208	263.5	69	152	70	103	47	119	25	40	8.8	142	55	170	68
1969	4	113	22	114	34	126	35	129	143.6	18	100	33	24	74	55	12	67	19.5	96	61	100	40
1969	5	186	57	74	3	92	4	99	146.3	46	48	35	25	44	51	36	55	8.8	55	16	70	32
1969	6	47	14	1	0	50	0	34	6.6	27	3	13	20	28.8	17	5	83	11.7	3	0	21	1
1969	7	42	55	0	0	36	0	12	17.1	0	25	23	23.6	93	77	45	73	42	19	0	39	0
1969	8	55	0	0	0	13	0	6	0	0	0	0	0	21	2	5	45	15.6	0	0	1	0
1969	9	62	7	1	0	41	0	0	14.5	10	7	0	8	62	27	31	29	11.7	22	0	21	0
1969	10	151	75	24	9	86	2	58	118.6	46	25	44	33	18	106	23	24	2.9	47	3	78	6
1969	11	24	21	22	24	26	13	224	60.6	9	53	4	22	2	22	5	13	1	47	33	62	23
1969	12	13	10	14	1	22	13	215	30.3	12	42	18	1	19	13	3	8	0	39	2	45	11
1970	1	34	9	73	68	17	25.4	272	32.9	5	33	10	3	9	21	13	23	1	40	37	37	11
1970	2	31	9	1	3	44	5	65	71.2	1	18	13	6	6	30	1	14	0	24	12	79	7
1970	3	61	34	15	23	40	20	118.5	51.4	29	31	35	10	15	91	1	30	2	36	55	75	31
1970	4	106	32	8	9	143	11	153	123.9	46	79	28	24	56	117	1	86	20.5	70	5	41	26
1970	5	87	9	32	10	73	0	202	44.8	11	6	9	18	21	19	10	41	6.8	11	1	28	0
1970	6	30	1	0	0	43	0	22	0	9	0	1	3	27	17	15	14	8.8	0	0	0	0
1970	7	33	3	4	0	110	1	84	17.1	7	5	4	10	72	6	13	95	19.5	17	0	2	0
1970	8	53	5	1	0	78	0	14	0	5	0	0	1	19	10	31	67	27.3	0	0	0	0
1970	9	8	5	0	0	11	0	36	0	3	0	0	2	10	8	1	57	12.7	0	0	1	0
1970	10	36	4	7	0	19	2	256	7.9	3	10	0	12	4	11	2	26	0	9	0	5	0
1970	11	71	7	15	15	32	8	77	30.3	2	10	2	7	7	8	16	10	0	12	8	39	0
1970	12	23	64	31	37	32	11	82	134.4	34	59	17	50	25	62	19	19	1	67	25	92	5
1971	1	26	17	15	10	10	1	62	56.7	14	19	0	12	1	21	12	2	0	36	19	34	8
1971	2	56	47	15	13	26	5	87	85.6	16	37	21	10	6	51	10	13	1	45	23	64	21
1971	3	35	9	37	23	41	18	86	46.1	10	23	12	14	8	29	9	39	9.8	25	41	36	26
1971	4	155	35	60	12	104	23	101	89.6	24	45	31	13	19	60	34	53	2	24	48	75	13
1971	5	106	1	7	0	86	0	50	0	2	0	1	0	52	3	49	70	13.7	1	0	8	0
1971	6	19	0	8	0	37	0	7	0	5	0	0	1	49	0	22	64	13.7	0	0	0	0
1971	7	19	1	0	0	66	0	17	1.3	0	0	0	0	11	8	6	71	13.7	1	0	0	0
1971	8	9	3	0	0	14	0	2	0	0	0	0	0	3	4	8	30	12.7	0	0	0	0
1971	9	16	11	0	0	34	0	0	0	0	0	0	1	20	0	0	45	9.8	0	0	0	0
1971	10	29	2	1	0	31	0	29	14.5	3	3	7	1	0	0	1	19	0	2	0	14	0
1971	11	10	3	22	3	5	10	83	10.5	3	15	2	1	4	2	1	31	2	21	1	40	8
1971	12	27	32	43	64	35	14	181	44.8	23	26	28	27	7	40	22	15	0	10	58	53	8
1972	1	44	28	18	55	22	30	56	142.3	35	69	25	20	14	46	13	13	0	64	38	91	35
1972	2	11	54	62	42	9	2	97	29	28.7	21	19	30	21	85	2	8	0	15	55	35	24
1972	3	113	43	23	61	48	17	69	123.9	29	70	52	43	19	44	18	11	3.9	113	44	138	43
1972	4	199	4	29	3	81	19	146	48.8	9	20	41	24	18	6	37	44	2	39	16	45	43
1972	5	117	18	73	19	80	21	13	63.2	20	37	42	25	43	25	6	40	18.6	88	14	47	13
1972	6	57	33	5	0	196	0	2	4	7	16	13	3	101	21	59	67	25.4	13	0	2	0
1972	7	73	9	0	0	48	0	1	5.3	0	1	1	3	31	6	32	39	19.5	7	0	0	0
1972	8	41	0	0	0	36	0	0	0	0	0	0	4	38	0	14	53	14.6	0	0	0	0
1972	9	18	1	0	0	12	0	9	0	0	3	0	2	11	0	15	59	6.8	2	0	0	0
1972	10	40	7	26	1	29	0	25	42.2	19	10	3	1	13	31	5	44	1	32	0	24	0
1972	11	96	18	3	0	51	13	110	42.2	3	6	12	20	14	19	27	26	2.9	9	0	30	0
1972	12	25	18	23	35	15	22	81	101.5	9	36	27	20	6	26	18	30	1	48	40	58	32
1973	1	37	27	9	15	12	6	122	48.8	13	26	18	11	7	37	5	10	0	30	19	64	2
1973	2	61	39	32	29	49	40	51	93.5	26	68	27	28	24	50	17	43	0	48	29	42	23
1973	3	45	40	71	99	42	53	220	179.2	41	95	36	28	34	88	16	18	3.9	114	71	89	49.2
1973	4	139	33	19	29	63	18.6	115	50.1	19	43	19	21	51	24	45	25	11.7	53	33	62	27
1973	5	127	26	29	13	98	1	120	35.6	25	14	14	14	83	30	17	36	22.5	18	5	48	0
1973	6	104	4	0	0	60	0	88	1.3	1	0	0	2	46.6	0	57	57	35.2	0	0	0	0
1973	7	11	0	0	0	3	0	4	0	0	0	0	6	7	1	12	36	15.6	0	0	5	0
1973	8	29	0	0	0	24	0	1	0	0	0	0	0	0	0	16	34	3.9	0	0	0	0
1973	9	100	1	0	0	48	0	0	19.8	0	11	0	8	5	0	18	75	4.9	7	0	18	0
1973	10	29	1	0	0	8	0	70	6.6	0	0	0	0	4	0	7	14	2.9	1	0	5	0
1973	11	44	6	12	1	32	16	78	6.6	5	13	9	10	3	11	5	14	0	8	2	18	5
1973	12	11	2	17	35	7	2	113	13.2	1	2	3	3	0	3	3	3	0	12	34	18	5
1974	1	32	38	44	80	27	21	114	63.2	24	42	19	28	8	46	17	26	0	35	94	89	18
1974	2	17	40	35	40	7	16	126	32.9	35	12	12	19	5	33	7	2	0	26	33.4	30	1
1974	3	34	27	31	28	24	23	99	36.9	35	29	16	11	16	48	4	44	0	44	46	18	27
1974	4	186	21	70	68	77	63	113	123.9	17	110	42	23	14	27	29	24	6.8	124	65	94	10
1974	5	56	16	17	16	86	2	52	44.8	14	29	10	45	72	33	27	43	22.5	70	5	30	6
1974	6	28	8	10	0	49	0	0	4	2	0	1	8	52	7	3	40	56.6	5	0	3	0
1974	7	6	4	0	0	93	0	4	0	0	0	0	6	54	8	9	68	63.5	0	0	0	0
1974	8	50	8	0	0	37	0	0	0	0	0	0	11	31	8	20	94	18.6	1	0	27	0
1974	9	9	10	0	0	23	0	28	9.2	0	6	0	6	36	33	0	35	6.8	5	0	4	0
1974	10	8	2	0	0	15	0	30	0	0	0	6	7	12	9	3	57	0	1	0	0	0
1974	11	51	16	10	2	56	4	41	5.3	9	13	13	3	3	13	26	45	0	9	1	29	1
1974	12	14	5	36	21	10	28	16	23.7	3	31	5	6	7	8	5	25	1	32	25	9	16
1975	1	16	9	9	27	18	18	123	46.1	6	36	16	11	7	14	12	9	0	46	33	52	16
1975	2	60	29	27	8	33	30	48	76.4	12	35	6	26	10	41	13	6	0	44	7	100	23
1975	3	53	33	46	33	51	23	36	125.2	15	50	20	15	14	46	14	13	1	99	33	83	39
1975	4	41	26	41	3	26	0	174	1.3	10	1	1	1	3	35	0	28	0	3	2	2	24
1975	5	82	11	4	3	48	0	36	5.3	5	14	3	5	39	19	2	53	4.9	16	1	7	2
1975	6	31	2	0	0	102	0	0	1.3	1	0	0	1	57	1	17	48	34.2	2	0	0	0
1975	7	24	1	0	0	23	0	1	0	0	0	0	0	13	0	7	64	13.7	0	0	0	0
1975	8	9	0	0	0	89	0	28	0	0	0	0	0	22	1	4	76	40	0	0	0	0
1975	9	46	0	0	0	27	0	17	0	0	0	0	0	12	0	2	68	17.6	0	0	0	0
1975	10	41	4	9	0	31	0	3	9.2	4	1	11	2	2	15	9	21	0	6	0	12	0
1975	11	34	27	71	31.1	19	13	107	73.8	23	26	16	16	4	28	12	16	0	47	56	28	0
1975	12	55	14	23	52	34	18	31	65.9	7	42	5	10	4	33	12	31	0	46	34	67	11
1976	1	18	25	9	7	14	20	86	64.6	15	58	25	17	7	22	0	0	1	68	6	44	30
1976	2	40	46	31	70	31	26	157	67.2	34	29	7	28	20	53	26	9	1	43	57	45	36
1976	3	30	39	38	17	45	11	142	50.1	17	47	31	6	4	62	4	16	0	42	64	44	37
1976	4	115	38	120	70	80	32	6	104.1	23	60	47	65	27	51	37	45	5.9	96	81	97	18
1976	5	132	14	40	9.8	86	1	32	55.3	9	37	13	26	30	31	20	30	46.9	90	5	69	3
1976	6	45	9	3	0	77	0	2	1.3	0	0	3	0	30	6	61	75	15.6	0	0	0	0
1976	7	3	0	0	0	17	0	0	0	0	0	0	1	34	1	10	48	60.5	2	0	0	0
1976	8	2	0	0	0	5	0	0	0	0	0	0	0	24	0	0	31	2.9	0	0	0	0
1976	9	58	5	0	0	41	0	0	0	0	0	0	0	36	0	24	61	32.2	0	0	3	0
1976	10	99	59	30	1	80	0	35	79.1	30	50	15	32	20	58	56	34	1	66	1	110	0
1976	11	46	7	49	22	22	23	85	19.8	0	8	0	2	6	14	46	16	0	15	4	25	1
1976	12	48	12	31	31	24	10	83	7.9	3	16	3	10	15	15	21	10	2.9	13	34	21	5
1977	1	40	65	32	56	32	28	73	92.2	45	43	13	47	25	65	18	39	0	53	64	67	68
1977	2	41	9	10	7	26	13	138	22.4	1	36	42	7	7	12	5	23	0	26	23	28	2
1977	3	40	20	25	11	47	14	90	34.3	17	8	17	19	6	31	5	6	1	9	9	46	5
1977	4	51	2	10	14	91	8	209	18.4	0	6	5	0	21	19	0	39	2.9	12	17	11	0
1977	5	39	46	72	22	72	20	35	42.2	48	24	8	28	55	59	12	43	18.6	43	29	27	1
1977	6	63	7	9	0	93	0	5	1.3	7	0	0	16	26	12	22	38	7.8	8	0	0	0
1977	7	12	0	0	0	32	0	1	1.3	0	0	0	0	7	0	45	40	14.6	0	0	0	0
1977	8	45	2	0	0	20	0	0	7.9	0	1	0	0	9	5	19	49	19.5	5	0	6	0
1977	9	21	0	0	0	12	0	11	1.3	0	0	0	0	2	0	6	32	8.8	0	0	0	0
1977	10	103	99	25	3	86	0	143	168.7	103	54	91	108	52	118	38	52	26.4	111	1	98	0
1977	11	15	10	49	19	21	24	53	15.8	15	9	2	4	10	19	2	30	4.9	25	11	13	19
1977	12	75	69	23	36	43	30	39	130.4	24	74	44	53	6	51	25	28	0	75	33	67	19
1978	1	27	19	5	23	20	9	83	25	22	39	28	19	7	28	11	7	0	28	48	51	30
1978	2	29	30	82	51	14	35	79	56.7	26	26	10	16	7	48	4	17	0	38	56	33	4
1978	3	46	48	35	32	48	20	79	73.8	25	58	19	42	22	44	9	7	3.9	65	31	38	48
1978	4	89	28	48	16	59	39	35	98.8	15	43	35	23	28	38	26	30	5.9	58	15	68	8
1978	5	160	58	85	15	134	20	88	42.2	40	27	27	22	52	71	19	48	14.6	34	36	60	28
1978	6	105	3	26	0	90	0	27	1.3	1	1	11	4	31	9	4	72	26.4	9	0	14	0
1978	7	17	0	0	0	14	0	1	0	0	0	0	1	31	0	3	56	5.9	0	0	0	0
1978	8	4	0	0	0	1	0	13	0	0	0	0	0	1	0	1	35	1	0	0	0	0
1978	9	0	0	0	0	0	0	2	0	0	0	0	0	6	0	5	4	7.8	0	0	0	0
1978	10	44	1	1	0	40	0	219	0	0	0	2	3	10	3	10	14	3.9	0	0	1	0
1978	11	58	39	19	35	40	31	43	93.5	10	52	31	17	8	52	19	17	0	82	35	115	26
1978	12	54	24	12	22	37	36	209	89.6	15	50	26	11	10	35	20	31	0	31	29	85	9
1979	1	52	50	44	41	35	34	81	138.3	25	76	36	40	10	69	12	19	0	61	78	104	29
1979	2	53	18	34	30	29	15	36	85.6	5	52	10	18	10	24	13	4	0	54	51	87	15
1979	3	42	14	62	35	45	11	89	52.7	16	50	8	9	19	20	2	17	2	49	55	39	39
1979	4	176	85	22	12	136	11	163	160.7	71	48	81	56	79	129	43	101	6.8	106	37	136	16
1979	5	147	15	24	7	131	8	109	38.2	13	22	20	16	52	30	20	65	4.9	25	7	44	13
1979	6	195	4	9	0	56	0	43	0	2	1	7	12	38	16	53	76	35.2	0	0	0	2
1979	7	52	1	0	0	45	0	4	0	0	0	0	0	15	4	52	63	36.1	0	0	1	0
1979	8	5	0	0	0	21	0	0	0	0	0	1	1	25	0	5	39	11.7	0	0	36	0
1979	9	47	8	32	0	26	0	0	5.3	7	4	1	1	13	12	7	49	3.9	0	0	3	0
1979	10	46	2	0	0	18	0	14	34.3	2	2	4	1	2	2	4	4	1	9	3	18	0
1979	11	34	13	25	2	22	3	187	18.4	9	10	2	4	3	25	12	7	0	10	4	15	3
1979	12	30	6	32	36	22	15	172	54	4	24	31	4	4	13	6	10	0	48	57	68	13
1980	1	22	17	51	48	21	45	160	68.5	12	54	6	12	6	41	3	17	0	69	48	40	42
1980	2	40	58	69	44	36	41	76	100.1	46	71	16	36	17	60	18	22	2	67	42	80	25
1980	3	83	41	36	41	50	59	54	79.1	30	62	18	28	24	49	23	33	0	58	62	60	29
1980	4	162	22	36	18	114	29	231	46.1	14	39	32	22	41	32	26	51	2.9	49	10	51	29
1980	5	115	16	18	50	83	5	71	50.1	12	16	21	20	52	29	20	38	23.4	0	8	35	2
1980	6	79	13	0	0	86	0	8	6.6	14	0	18	23	69	13	52	60	26.4	3	0	9	0
1980	7	6	0	0	0	8	0	2	0	4	0	0	0	30	2	12	16	9.8	0	0	0	0
1980	8	18	0	2	0	28	0	0	1.3	0	0	3	0	25	2	9	70	18.6	0	0	8	0
1980	9	8	0	7	0	20	0	6	0	1	0	0	1	4	1	8	53	4.9	2	0	0	0
1980	10	18	0	25	7	29	4	67	22.4	0	11	7	8	19	2	5	22	6.8	11	0	35	0
1980	11	96	26	30	1	62	3	24	34.3	29	21	25	25	20	26	23	50	14.6	14	5	41	13
1980	12	36	1	14	15	8	13	124	7.9	0	48	5	0	0	0	1	16	0	18	15.9	19	6
1981	1	36	7	25	14	30	17	58	36.9	16	43	14	10	16	6	10	5	0	31	22	53	24
1981	2	50	42	40	35	37	24	133	159.4	39	47	50	32	16	73	4	12	0	115	26	40	28
1981	3	28	17	48	70	64	50	101	84.3	8	74	23	17	23	29	9	22	2.9	88	31	94	28
1981	4	153	70	77	72	98	39	184	50.1	44	44	25	32	49	96	18	27	2.9	57	38	50	26
1981	5	142	19	70	33	114	21	71	35.6	19	61	62	19	86	45	34	132	71.3	45	50	52	3
1981	6	98	15	6	0	126	0	27	13.2	7	4	7	17	55	28	53	75	43	2	0	14	0
1981	7	40	11	28	0	144	0	0	51.4	16	7	5	19	45	11	22	109	54.7	50	0	16	0
1981	8	21	10	2	0	38	0	8	0	8	0	8	12	31	29	7	44	66.4	0	5	1	0
1981	9	34	3	9	0	21	0	4	19.8	1	0	8	5	18	4	3	55	27.3	16	0	1	0
1981	10	42	21	0	4	32	2	54	4	11	3	27	20	24	24	2	63	8.8	11	3	3	3
1981	11	44	13	24	10	43	7	135	9.2	19	28	10	5	22	30	4	14	0	15	20	44	1
1981	12	30	2	13	14	16	8	30	32.9	6	44	2	0	2	1	9	4	0	35	37	26	13
1982	1	10	9	40	31.5	11	14.5	97	30.3	8	34	6	7	7	19	1	6	2	27	54	36	16
1982	2	26	17	36	27	29	30	94	22.4	6	34	11	10	7	31	5	31	0	22	44	31	11
1982	3	60	33	23	56	53	26	132	75.1	23	87	20	20	6	59	16	11	0	59	51.1	102	61
1982	4	27	5	7	3	25	0	86	55.3	1	6	1	0	4	14	0	7	0	7	1	21	3
1982	5	56	4	34	14	52	22	115	18.4	6	23	11	3	45	10	11	57	8.8	10	12	17	1
1982	6	59	1	8	0	66	6	29	14.5	3	23	2	5	27	6	12	44	6.8	21	0	17	0
1982	7	42	3	1	0	111	0	24	2.6	6	10	8	0	30	7	26	96	18.6	4	0	2	0
1982	8	32	5	1	0	46	1	36	9.2	5	0	8	8	31	12	22	77	35.2	1	0	0	0
1982	9	41	13	1	1	36	23	44	6.6	25	5	24	3	9	14	9	31	4.9	12	0	18	0
1982	10	120	34	24	10	69	19	15	80.4	32	35	41	35	17	43	33	18	1	47	0	77	9
1982	11	43	72	33	31	30	24	123	89.6	39	70	19	38	21	74	20	41	0	81	40	68	33
1982	12	9	3	6	13	7	0	25	18.4	4	8	10	5	2	4	0	13	0	22	13	44	12
1983	1	26	29	21	19	19	4	68	39.5	23	42	14	25	10	37	4	25	1	34	24	50	24
1983	2	37	3	2	5	16	5	60	29	1	14	12	2	0	6	10	4	0	20	5	43	11
1983	3	71	41	31	39	53	37	127	43.5	33	65	13	41	28	48	2	12	5.9	61	41	49	57
1983	4	30	31	56	44	70	27	26	23.7	39	35	22	28	57	68	6	65	7.8	39	48	18	23
1983	5	190	12	19	10	183	1	32	65.9	17	13	20	11	73	22	20	95	12.7	45	8	50	0
1983	6	42	9	5	0	76	0	13	4	15	0	2	9	54	21	20	47	17.6	7	0	11	0
1983	7	14	1	0	0	41	0	9	0	7	0	0	3	49	5	8	38	13.7	0	0	0	0
1983	8	22	5	2	0	41	0	2	0	7	0	2	2	0	16	10	33	21.5	0	0	0	0
1983	9	9	22	1	0	16	0	61	5.3	24	0	9	6	30	26	13	34	2	2	0	0	0
1983	10	54	0	0	0	28	0	158	0	0	0	2	4	9	1	12	28	0	0	0	0	0
1983	11	71	7	14	24	44	15	93	54	4	20	14	7	3	10	19	24	0	32	4	52	0
1983	12	11	13	28	7	12	18	47	80.4	7	21	12	14	2	14	16	19	0	36	0	43	5
1984	1	30	1	12	3	19	2	85	36.9	12	25	2	3	2	4	2	6	2.9	20	13	18	3
1984	2	17	91	9	16	17	12	37	92.2	67	48	19	68	46	112	9	22	0	46	23	44	27
1984	3	133	43	56	36	86	50	61	119.9	40	84	36	47	11	59	10	38	6.8	75	47	112	72
1984	4	10	7	49	32	92	27	52	34.3	13	27	15	14	30	21	15	51	3.9	64	11	24	19
1984	5	35	5	26	2	86	3	111	11.9	6	15	3	11	33	15	9	69	16.6	8	0	12	5
1984	6	38	7	0	0	52	0	39	1.3	3	0	0	3	39	5	34	41	29.3	0	0	10	0
1984	7	23	0	0	0	7	0	2	0	0	0	0	1	10	0	0	39	11.7	0	0	0	0
1984	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13.7	0	0	0	0
1984	9	31	1	0	1	34	0	1	0	9	0	1	0	11	2	3	26	11.7	11	0	0	0
1984	10	100	2	30	11	48	13	18	38.2	0	29	16	6	0	14	9	41	0	31	11	37	0
1984	11	93	62	42	33	64	6	71	147.6	40	39	42	37	5	62	22	39	0	59	18	77	14
1984	12	33	66	16	10	22	10	68	97.5	0	42	0	42	18	63	12	24	0	44	19	31	18
1985	1	27	33	29	35	19	24	34	54	27	89	29	40	12	40	2	11	2.9	75	60	66	40
1985	2	65	25	36	15	44	16	77	64.6	19	22	17	13	14	45	7	33	0	25	15	64	8
1985	3	79	41	35	21	56	26	173	67.2	30	49	25	51	24	56	14	38	1	58	33	82	13
1985	4	119	30	11	28	55	14	48	85.6	17	30	17	21	11	42	12	12	1	55	48	45	38
1985	5	155	27	12	13	127	14	61	15.8	27	8	23	7	53	36	13	56	28.3	16	0	33	5
1985	6	58	2	0	0	82	0	12	4	1	0	5	7	41	8	28	41	23.4	2	0	4	0
1985	7	12	5	0	0	30	0	0	0	6	0	3	1	34	3	43	54	18.6	0	0	0	0
1985	8	54	1	3	3	31	3	0	4	0	0	0	0	31	0	20	68	49.8	0	0	0	0
1985	9	1	0	0	0	3	0	2	0	0	0	0	0	28	0	0	19	2	0	0	0	0
1985	10	103	26	14	0	65	1	71	22.4	12	11	19	12	7	25	26	31	1	24	0	26	0
1985	11	61	26	1	2	28	0	185	5.3	6	0	4	6	14	39	4	3	0	0	2	6	0
1985	12	25	24	36	38	26	20	48	55.3	21	53	15	14	4	21	18	14	0	37	63	41	27
1986	1	11	9	27	39	13	11	130	46.1	9	15	7	8	0	12	6	4	1	20	19	43	8
1986	2	14	7	48	26	13	7	96	19.8	5	21	2	6	10	13	3	3	2	21	66	22	5
1986	3	97	10	20	17	58	7	106	38.2	12	18	8	12	31	23	33	25	18.6	57	28	47	24
1986	4	94	29	45	2	74	1	75	46.1	18	23	9	40	40	50	24	10	15.6	25	10	33	37
1986	5	103	19	11	3	88	4	56	36.9	23	6	7	18	21	31	44	76	25.4	24	3	20	9
1986	6	63	4	3	0	91	0	19	56.7	4	0	3	14	79	38	17	57	39.1	6	0	6	0
1986	7	42	1	18	0	26	0	0	2.6	1	0	2	0	60	0	3	42	34.2	1	1	5	0
1986	8	24	0	0	0	13	0	2	0	0	0	0	1	24	1	8	53	14.6	0	0	0	0
1986	9	50	2	6	14	11	4	0	25	1	5	7	2	13	2	4	33	3.9	8	4	14	0
1986	10	76	25	13	6	42	2	79	19.8	20	6	7	8	19	29	16	37	5.9	10	2	40	2
1986	11	53	20	5	1	45	3	56	5.3	20	8	15	6	17	38	26	39	3.9	9	1	17	7
1986	12	62	42	48	28	36	24.3	78	58	17	82	23	51	19	43	14	26	1	68	32	99	43
1987	1	56	19	5	2	28	9	47	34.3	4	22	10	12	11	26	19	12	1	31	8	45	2
1987	2	69	45	11	2	53	3	27	23.7	23	21	13	19	8	46	5	8	10.7	10	38	25	15
1987	3	101	33	101	50	111	65	66	156.8	42	124	74	25	33	71	16	72	7.8	129	66	158	58
1987	4	161	67	14	14	126	17	74	138.3	51	77	71	51	63	85	29	93	3.9	105	31	129	46
1987	5	94	4	15	0	108	0	42	0	13	3	8	7	26	15	18	22	10.7	5	1	21	2
1987	6	94	14	0	0	131	0	8	1.3	14	1	4	3	97	19	42	90	17.6	4	0	5	10
1987	7	41	6	5	0	107	1	9	21.1	10	2	15	4	84	33	45	100	36.1	11	0	18	0
1987	8	1	0	0	0	13	0	0	0	0	0	0	2	10	4	2	28	2	0	0	0	0
1987	9	51	7	3	0	30	0	51	4	10	2	0	2	12	25	18	79	13.7	1	0	11	0
1987	10	55	71	35	8	84	19	97	152.8	50.8	60	51	75	85	95.5	43	77	1	80	30	94.1	30
1987	11	67	7	12	2	38	3	78	15.8	13	4	3	8	23	26	13	22	0	9	0	26	13
1987	12	43	43	19	22	26	8	194	56.7	22	31	20	38	16	38	15	26	4.9	27	15	47	5
1988	1	54	32	45	45	23	36	106	44.8	39	49	39	26	7	50	21	13	0	33	20	67	28
1988	2	33	14	36	18	12	17	106	13.2	14	31	9	7	15	34	39	21	1	25	28	42	34
1988	3	46	69	39	20	55	40	190	102.8	55	61	31	31	27	84	6	19	5.9	72	31	65	50
1988	4	103	9	27	25	58	18	275	81.7	6	44	16	1	3	21	2	20	2	51	54	44	21
1988	5	141	47	35	21	142	29	35	32.9	42	19	18	29	57	94	30	99	39.1	18	7	34	8
1988	6	44	14	6	0	55	0	7	0	8	0	0	4	29	8	48	32	13.7	0	0	1	0
1988	7	91	4	17	0	94	0	48	0	2	0	0	1	34	12	50	39	28.3	0	0	0	0
1988	8	40	0	4	0	19	0	1	0	0	0	0	1	32	1	6	83	9	0	0	1	0
1988	9	23	0	4	0	24	0	21	21.1	0	3	1	0	31	1	23	75	10.7	5	0	10	0
1988	10	40	26	1	1	39	1	104	17.1	18	0	7	4	20	41	24	89	6.8	3	0	15	0
1988	11	40	1	4	5	23	6	72	4	1	7	7	1	0	2	17	28	0	4	10	23	0
1988	12	60	46	6	11	31	28	86	102.8	49	65	32	18	18	59	14	3	3.9	93	22	41	51
1989	1	39	15	16	17	19	8	69	67.2	11	70	12	15	8	22	6	28	1	80	26	59	39
1989	2	46	23	27	27	30	4	70	55.3	10	28	9	25	7	33	13	14	1	34	57	33	14
1989	3	32	1	39	47	21	18	133	13.2	3	19	13	3	17	15	1	2	0	29	11	60	45
1989	4	149	7	5	12	97	10	87	32.9	11	19	9	7	20	22	23	49	4.9	42	14	48	5
1989	5	93	24	12	1	74	2	76	35.6	12	8	10	12	48	27	12	43	38.1	25	1	37	22
1989	6	17	2	0	0	47	0	3	0	3	0	0	4	79	17	28	28	24.4	0	0	1	0
1989	7	23	3	0	0	56	0	4	0	2	0	0	1	28	18	53	55	11.7	2	0	2	0
