Sample_n,Date,Time,Year,Month,Day,Location,Country,Site,Sample type,Coordinate 1,Coordinate 2,T [C],pH,EC [microS/cm],TDS    [mg/L],NO3-N [mg/L]  ,PO4-P [mg/L]
54,08-07-19,08:55,2019,7,8,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,15,8.2,190,90,0.83,0.011
66,23-07-19,08:45,2019,7,23,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,16,8.3,190,90,0.96,0.002
77,05-08-19,17:23,2019,8,5,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,16,8.2,170,80,2.23,0.002
88,20-08-19,09:05,2019,8,20,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,13,8.2,170,80,0.82,0.01
103,03-09-19,09:45,2019,9,3,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,15,8.2,200,100,0.94,0.01
114,17-09-19,09:15,2019,9,17,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,13,8.1,200,100,1.08,0.017
122,01-10-19,09:00,2019,10,1,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,11,8,210,100,0.74,0.001
136,15-10-19,10:33,2019,10,15,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,7,7.9,310,150,1.44,0.01
144,28-10-19,09:44,2019,10,28,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,6,8,310,150,1.34,0.012
158,12-11-19,10:55,2019,11,12,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,3,8.1,290,140,1.38,0.01
166,25-11-19,10:20,2019,11,25,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,1,8.2,340,170,1.48,0.008
180,11-12-19,10:13,2019,12,11,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,2,8,300,150,1.44,0.014
191,25-12-19,08:55,2019,12,25,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,0,7.9,360,180,1.95,0.012
202,06-01-20,08:55,2020,1,6,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,0,8.1,380,190,2.14,0.008
213,21-01-20,09:33,2020,1,21,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,0,8,440,220,2.03,0.011
224,04-02-20,09:40,2020,2,4,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,2,8.3,420,210,2.14,0.009
232,17-02-20,10:33,2020,2,17,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,1,8.4,650,320,3.45,0.011
246,03-03-20,10:00,2020,3,3,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,4,8.1,430,210,1.81,0.009
254,16-03-20,10:30,2020,3,16,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,6,7.8,420,210,2.03,0.003
266,25-05-20,10:55,2020,5,25,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,16,7.8,260,130,1.24,0.009
278,09-06-20,08:24,2020,6,9,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,13,7.8,750,350,3.15,0.014
292,23-06-20,08:13,2020,6,23,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,18,7.8,340,170,1.34,0.007
300,06-07-20,08:20,2020,7,6,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,16,7.7,310,150,1.29,0.009
316,28-07-20,08:02,2020,7,28,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,14,7.8,260,130,1.25,0.006
328,21-08-20,09:25,2020,8,21,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,17,7.9,180,90,0.691,0.003
354,08-09-20,09:17,2020,9,8,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,11,7.8,230,110,0.855,0.01
365,23-09-20,09:25,2020,9,23,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,9,8,260,130,1.24,0.005
373,08-10-20,08:48,2020,10,8,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,4,7.8,300,140,1.15,0
387,23-10-20,09:10,2020,10,23,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,6,7.9,280,140,1.37,0
395,04-11-20,09:05,2020,11,4,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,4,8.1,300,150,1.51,0
406,19-11-20,10:21,2020,11,19,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,0,7.9,420,210,1.74,0
417,03-12-20,10:21,2020,12,3,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,0,7.8,470,230,1.74,0.002
431,15-12-20,10:00,2020,12,15,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,0,8,550,270,2.71,0.002
442,30-12-20,10:25,2020,12,30,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,0,7.9,460,230,2.37,0
453,15-01-21,10:05,2021,1,15,Darhan microdistrict,KZ,KZ-6,streamwater,43.31162,76.86975,,7.8,490,240,2.45,0
4,26-04-19,15:23,2019,4,26,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,11,8.2,320,150,1.44,0.001
13,17-05-19,10:05,2019,5,17,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,17,8.1,440,220,0.95,0
22,30-05-19,09:30,2019,5,30,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,19,8.2,460,230,1.25,0.006
33,11-06-19,11:09,2019,6,11,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,15,8.2,260,130,0.9,0.004
44,25-06-19,10:00,2019,6,25,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,18,8.2,280,140,0.86,0.005
55,08-07-19,10:00,2019,7,8,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,18,8.3,200,100,0.77,0.006
67,23-07-19,09:33,2019,7,23,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,19,8.3,230,110,1.06,0.011
78,05-08-19,06:35,2019,8,5,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,18,8.2,200,100,1.3,0.011
89,20-08-19,09:55,2019,8,20,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,15,8.2,200,100,0.81,0.002
104,03-09-19,10:41,2019,9,3,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,16,8.2,240,120,1.01,0.006
115,17-09-19,09:52,2019,9,17,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,14,8,260,130,1.21,0.016
123,01-10-19,09:45,2019,10,1,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,11,7.6,240,120,0.81,0.005
137,15-10-19,11:13,2019,10,15,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,9,7.9,360,180,1.61,0.009
145,28-10-19,10:25,2019,10,28,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,7,8,400,190,1.86,0.015
159,12-11-19,11:40,2019,11,12,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,5,8.2,460,230,2.67,0.011
167,25-11-19,11:10,2019,11,25,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,2,8.2,580,290,2.88,0.015
181,11-12-19,10:55,2019,12,11,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,3,8.2,500,250,2.59,0.013
192,25-12-19,09:35,2019,12,25,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,0,8.1,570,280,4.12,0.017
203,06-01-20,09:35,2020,1,6,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,1,8.2,570,280,4.28,0.012
214,21-01-20,10:10,2020,1,21,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,0,8.3,620,310,4.65,0.017
225,04-02-20,10:20,2020,2,4,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,1,8.4,630,310,5.05,0.016
233,17-02-20,11:40,2020,2,17,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,2,8.9,700,350,5.28,0.015
247,03-03-20,10:41,2020,3,3,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,5,8.3,720,360,5.06,0.015
255,16-03-20,11:14,2020,3,16,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,9,8,680,340,3.69,0.007
267,25-05-20,12:10,2020,5,25,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,20,7.8,390,190,1.88,0.023
279,09-06-20,09:00,2020,6,9,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,17,7.8,650,320,1.62,0.033
293,23-06-20,08:50,2020,6,23,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,19,7.8,520,250,2.07,0.02
301,06-07-20,08:55,2020,7,6,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,18,7.8,510,250,1.91,0.022
317,28-07-20,08:40,2020,7,28,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,18,7.8,530,260,1.72,0.019
329,21-08-20,10:08,2020,8,21,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,17,7.9,370,180,1.19,0.009
355,08-09-20,09:55,2020,9,8,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,13,7.8,280,140,1.04,0.005
366,23-09-20,10:00,2020,9,23,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,13,8.1,300,160,1.23,0
374,08-10-20,09:23,2020,10,8,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,8,8,310,150,1.43,0
388,23-10-20,09:47,2020,10,23,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,9,8,390,190,1.64,0
396,04-11-20,09:35,2020,11,4,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,6,8.1,330,160,2.25,0.001
407,19-11-20,11:07,2020,11,19,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,2,8.1,440,220,2.03,0.004
418,03-12-20,11:00,2020,12,3,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,1,8.2,600,300,3.99,0.005
432,15-12-20,10:40,2020,12,15,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,1,8.3,580,280,4.15,0.001
443,30-12-20,10:00,2020,12,30,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,0,8.2,630,310,4.89,0
454,15-01-21,10:45,2021,1,15,Kazcik,KZ,KZ-7,streamwater,43.39003,76.88078,,8,630,310,5.23,0.002
5,26-04-19,17:11,2019,4,26,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,14,8.2,530,260,1.45,0.026
14,17-05-19,11:40,2019,5,17,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,19,8.4,650,320,3.81,0.005
23,30-05-19,10:30,2019,5,30,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,20,8.3,640,320,3.2,0.011
34,11-06-19,12:17,2019,6,11,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,19,8.3,350,170,1.47,0.005
45,25-06-19,11:05,2019,6,25,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,22,8.5,430,210,2.15,0.004
56,08-07-19,11:05,2019,7,8,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,22,8.4,330,160,1.62,0.013
68,23-07-19,10:35,2019,7,23,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,23,8.5,420,200,2.12,0.007
79,05-08-19,08:25,2019,8,5,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,23,8.3,390,190,2.01,0.016
90,20-08-19,10:56,2019,8,20,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,18,8.2,280,130,1.5,0.005
105,03-09-19,11:45,2019,9,3,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,19,8.3,380,190,2.05,0.003
116,17-09-19,10:48,2019,9,17,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,16,8.2,430,210,2.45,0.007
124,01-10-19,10:42,2019,10,1,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,12,8.1,440,220,2.79,0.004
138,15-10-19,12:10,2019,10,15,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,11,8.1,420,210,2.76,0.018
146,28-10-19,11:20,2019,10,28,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,8,8.2,500,240,2.99,0.015
160,12-11-19,12:39,2019,11,12,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,6,8.3,550,270,4.03,0.01
168,25-11-19,12:10,2019,11,25,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,3,8.5,600,300,4.14,0.016
182,11-12-19,11:57,2019,12,11,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,3,8.3,580,290,3.34,0.012
193,25-12-19,10:33,2019,12,25,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,0,8.3,660,330,4.95,0.016
204,06-01-20,10:33,2020,1,6,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,0,8.3,650,320,4.64,0.014
215,21-01-20,11:11,2020,1,21,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,0,8.3,680,340,5.13,0.014
248,03-03-20,11:35,2020,3,3,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,7,8.4,800,400,5.46,0.008
256,16-03-20,12:15,2020,3,16,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,10,8.1,670,330,4.48,0.003
268,25-05-20,13:20,2020,5,25,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,26,8.1,660,330,3.42,0.01
280,09-06-20,10:00,2020,6,9,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,17,8.1,660,330,3.65,0.014
294,23-06-20,09:42,2020,6,23,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,20,8.1,900,450,4.36,0.019
302,06-07-20,09:50,2020,7,6,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,21,8.2,1280,640,3.12,0.013
318,28-07-20,09:40,2020,7,28,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,21,8.2,1530,760,2.99,0.011
330,21-08-20,11:04,2020,8,21,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,22,8.3,1210,600,2.34,0.011
356,08-09-20,10:50,2020,9,8,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,15,8.1,540,270,2.76,0.007
367,23-09-20,10:50,2020,9,23,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,13,8.2,470,230,2.4,0.004
375,08-10-20,10:22,2020,10,8,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,6,8.2,470,230,2.46,0
389,23-10-20,10:35,2020,10,23,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,7,8.1,500,240,2.74,0
397,04-11-20,10:25,2020,11,4,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,5,8.1,570,280,3.36,0.003
408,19-11-20,11:57,2020,11,19,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,0,8.2,550,270,2.76,0
419,03-12-20,11:48,2020,12,3,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,0,8.3,690,340,4.61,0.001
433,15-12-20,11:40,2020,12,15,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,0,8.3,660,330,4.57,0
444,30-12-20,10:59,2020,12,30,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,0,8.1,690,340,5.15,0
455,15-01-21,11:35,2021,1,15,Kosozen village (Ulken Almaty River),KZ,KZ-8,streamwater,43.56118,76.90803,,7.8,660,330,5.44,0
6,26-04-19,17:29,2019,4,26,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,14,8.2,620,310,0.54,0.026
15,17-05-19,12:10,2019,5,17,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,17,8.4,750,370,2.07,0.032
24,30-05-19,10:50,2019,5,30,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,20,8.4,780,390,1.86,0.024
35,11-06-19,13:05,2019,6,11,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,18,8.3,600,300,1.31,0.022
46,25-06-19,11:35,2019,6,25,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,20,8.4,490,240,1.38,0.029
57,08-07-19,11:19,2019,7,8,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,21,8.3,460,230,1.46,0.012
69,23-07-19,10:55,2019,7,23,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,22,8.5,500,250,1.74,0.018
80,05-08-19,09:15,2019,8,5,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,22,8.4,550,270,1.71,0.013
91,20-08-19,11:17,2019,8,20,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,18,8.3,460,220,1.36,0.022
106,03-09-19,12:05,2019,9,3,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,19,8.4,600,300,1.41,0.01
117,17-09-19,11:03,2019,9,17,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,16,8.3,620,310,1.56,0.016
125,01-10-19,11:05,2019,10,1,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,13,8.3,620,310,1.4,0
139,15-10-19,12:33,2019,10,15,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,12,8.3,560,280,1.5,0.005
147,28-10-19,11:37,2019,10,28,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,9,8.3,600,300,1.84,0.014
161,12-11-19,12:55,2019,11,12,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,6,8.2,560,280,1.77,0.022
169,25-11-19,12:25,2019,11,25,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,3,8.5,590,290,1.9,0.065
183,11-12-19,12:18,2019,12,11,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,4,8.2,570,280,2.17,0.088
194,25-12-19,10:50,2019,12,25,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,0,8.2,610,300,2.29,0.106
205,06-01-20,10:50,2020,1,6,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,1,8.3,660,330,2.35,0.27
216,21-01-20,11:29,2020,1,21,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,1,8.4,680,340,2.53,0.278
249,03-03-20,11:50,2020,3,3,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,6,8.4,680,340,2.39,0.221
257,16-03-20,12:33,2020,3,16,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,9,8.2,670,330,2.23,0.048
269,25-05-20,13:50,2020,5,25,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,23,8,730,360,1.94,0.034
281,09-06-20,10:10,2020,6,9,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,17,8.1,670,330,1.95,0.035
295,23-06-20,10:00,2020,6,23,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,19,8.2,690,340,1.97,0.011
303,06-07-20,10:02,2020,7,6,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,19,8.3,700,340,1.94,0.012
319,28-07-20,10:04,2020,7,28,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,21,8.1,600,300,1.62,0.017
331,21-08-20,11:20,2020,8,21,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,20,8.3,560,280,1.63,0.013
357,08-09-20,11:07,2020,9,8,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,16,8.3,620,310,1.43,0.01
368,23-09-20,11:05,2020,9,23,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,15,8.4,730,360,1.57,0
376,08-10-20,10:30,2020,10,8,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,9,8.2,630,310,1.46,0
390,23-10-20,10:50,2020,10,23,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,9,8.1,620,300,1.82,0
398,04-11-20,10:45,2020,11,4,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,6,8.1,570,280,1.85,0
409,19-11-20,12:12,2020,11,19,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,1,8.3,550,270,3.14,0.004
420,03-12-20,12:03,2020,12,3,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,2,8.2,650,340,2.38,0.034
434,15-12-20,11:55,2020,12,15,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,1,8.4,630,310,2.46,0.044
445,30-12-20,11:11,2020,12,30,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,0,8.3,600,300,2.6,0.066
456,15-01-21,11:45,2021,1,15,Kaskelen river,KZ,KZ-9,streamwater,43.56196,76.89783,,8.3,530,260,2.73,0.104
151,23-07-19,08:40,2019,7,23,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,7,8.2,170,80,0.46,0.006
158,07-08-19,08:30,2019,8,7,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,8,8.2,150,80,0.56,0.025
164,21-08-19,08:04,2019,8,21,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,7,8.3,180,90,0.37,0.017
170,06-09-19,09:08,2019,9,6,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,8,8.3,170,80,0.45,0.011
176,24-09-19,08:40,2019,9,24,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,8,8.2,180,90,0.42,0.024
6,09-10-19,09:45,2019,10,9,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,8,8.3,200,100,0.49,0.023
12,22-10-19,09:36,2019,10,22,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,7,8.3,210,100,0.503,0.026
18,28-11-19,10:32,2019,11,28,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,1,8.3,240,120,0.361,0.01
24,21-12-19,10:07,2019,12,21,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,3,8.2,230,110,0.481,0.017
30,09-01-20,12:07,2020,1,9,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,1,8,250,120,0.513,0.012
36,07-02-20,10:42,2020,2,7,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,4,8.1,250,120,0.545,0.022
42,07-03-20,12:44,2020,3,7,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,7,8.3,240,120,0.455,0.027
48,29-05-20,11:45,2020,5,29,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,9,8,170,80,0.557,0.018
54,13-06-20,10:20,2020,6,13,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,8,8,160,80,0.657,0.03
60,02-07-20,09:25,2020,7,2,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,8,8,160,80,0.503,0.023
66,24-07-20,09:10,2020,7,24,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,10,8.1,130,60,0.632,0.009
72,12-08-20,09:30,2020,8,12,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,10,8.1,120,60,0.498,0.012
78,09-09-20,09:40,2020,9,9,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,9,8.2,170,80,0.614,0.033
84,30-09-20,09:50,2020,9,30,Maykhura river,TJ,TJ-1,streamwater,39.026767,68.784795,6,8.3,220,110,0.545,0.026
153,23-07-19,10:00,2019,7,23,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,9,8.1,110,60,0.54,0.014
159,07-08-19,09:22,2019,8,7,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,10,8.1,110,60,0.47,0.009
165,21-08-19,08:52,2019,8,21,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,10,8.2,120,60,0.42,0.011
171,06-09-19,10:07,2019,9,6,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,9,8.6,150,70,0.32,0.021
1,24-09-19,09:24,2019,9,24,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,11,8.1,140,70,0.4,0.02
7,09-10-19,10:45,2019,10,9,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,10,8.1,150,70,0.53,0.019
13,22-10-19,10:12,2019,10,22,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,8,8,180,90,0.594,0.016
19,28-11-19,11:10,2019,11,28,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,2,8.2,200,100,0.452,0.014
25,21-12-19,10:50,2019,12,21,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,1,8.1,200,100,0.498,0.011
31,09-01-20,13:00,2020,1,9,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,2,8.2,200,100,0.623,0.014
37,07-02-20,11:25,2020,2,7,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,4,8.3,200,100,0.596,0.032
43,07-03-20,13:31,2020,3,7,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,8,8.1,190,90,0.645,0.025
49,29-05-20,13:15,2020,5,29,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,12,8,140,70,0.508,0.024
55,13-06-20,10:50,2020,6,13,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,9,8,140,70,0.655,0.029
61,02-07-20,10:00,2020,7,2,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,9,8,140,70,0.623,0.022
67,24-07-20,10:25,2020,7,24,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,11,8,110,50,0.79,0.028
73,12-08-20,10:26,2020,8,12,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,10,8,120,60,0.452,0.015
79,09-09-20,10:16,2020,9,9,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,10,8,130,60,0.603,0.031
85,30-09-20,10:30,2020,9,30,"Varzob river, gauging station",TJ,TJ-2,streamwater,38.872408,68.832686,7,8,160,80,0.599,0.02
154,23-07-19,11:20,2019,7,23,Luchob river,TJ,TJ-3,streamwater,38.587298,68.771622,22,8.2,110,50,0.44,0.006
160,07-08-19,10:48,2019,8,7,Luchob river,TJ,TJ-3,streamwater,38.587298,68.771622,23,8.3,130,60,0.34,0.023
166,21-08-19,09:54,2019,8,21,Luchob river,TJ,TJ-3,streamwater,38.587298,68.771622,19,8.4,180,90,0.49,0.018
172,06-09-19,11:20,2019,9,6,Luchob river,TJ,TJ-3,streamwater,38.587298,68.771622,20,8.6,220,110,0.55,0.016
2,24-09-19,10:30,2019,9,24,Luchob river,TJ,TJ-3,streamwater,38.587298,68.771622,20,8.3,250,120,0.52,0.017
